,Av,Av_err,age,age_err,d_kpc,dkpc_err,eep,eep_err,feh,feh_err,BV,B,V,jmag,hmag,kmag,logg,teff,logL,parallax,mass,prot
17,0.3220675351957297,0.01,10.102013278313997,2.0204026556627994,0.8967330448239503,0.08967330448239504,356.8643907074994,0.1,-0.038189045770452124,0.01,1.0077342316468467,17.448682049339478,16.44094781769263,14.587241664042113,14.028419306008928,13.94330237454958,4.55988997539089,4911.17827058561,-0.5420123008225154,1.1151590830427391,0.7281438195425471,60.194908358289396
18,0.559744661333675,0.01,8.900157227102842,1.7800314454205683,0.30431433223851323,0.030431433223851324,455.91416481259193,0.1,-0.17265871987601655,0.01,0.3353871486887936,8.706476159102028,8.371089010413234,7.62800150789256,7.497051242346796,7.454111882682814,3.5687791703815996,7786.851399838299,1.713784134743136,3.2860759223664413,2.111471727291576,
20,0.6669274474586807,0.01,10.130521113664114,2.026104222732823,0.417190932345569,0.0417190932345569,393.7647761653494,0.1,-0.0856966701629176,0.01,0.9253164354133521,15.007791388639324,14.082474953225972,12.299759963516408,11.829481228048941,11.74805659795895,4.432914531625151,5435.006923958691,-0.19077084842190753,2.3969840245033818,0.8149465802433017,59.38972052860677
21,0.43539632339975143,0.01,9.906457363971214,1.9812914727942428,0.24812626932834725,0.024812626932834727,279.74446710117695,0.1,-0.026893248160294952,0.01,1.532059427790017,19.84557315586628,18.313513728076263,14.693788298869642,13.990667682473092,13.762463423125023,4.940683308597235,3529.293715663954,-1.848248475049841,4.030206083003218,0.3232216043193705,57.707118167090975
22,0.9531201143941378,0.01,10.118830073238106,2.0237660146476215,0.6756600048587866,0.06756600048587867,458.4529156823112,0.1,0.07417755328876063,0.01,1.0834517011854103,15.379657507380667,14.296205806195257,12.23705020125635,11.726355547731364,11.621925398174055,4.017787517952013,5325.0846725045885,0.26135515909638457,1.4800343261534337,0.9581870690941081,63.96578274998218
23,0.7192452005758319,0.01,9.081160503131725,1.816232100626345,0.8278040377028026,0.08278040377028027,471.7515998721298,0.1,-0.0670175371405152,0.01,0.7534144695331051,12.257847768231992,11.504433298698887,9.970682623802205,9.60812523340551,9.537350096598242,3.363965655191029,6016.4682205886165,1.419296206376188,1.2080153689211879,1.876644294303127,13.681367769213718
24,0.93016520286255,0.01,9.789137012227904,1.9578274024455808,0.6763612096021049,0.06763612096021049,464.1159493973287,0.1,-0.17736573754131377,0.01,0.9417680121194554,14.248186561763706,13.30641854964425,11.420079051304274,10.959877236049367,10.870111701414656,3.8100401337473335,5612.208035176092,0.6305445874978206,1.4784999284454647,1.1258937043870934,38.952114090312726
25,0.5275879732721657,0.01,9.603375015740337,1.9206750031480675,0.8261069427768559,0.0826106942776856,330.1510517473772,0.1,-0.050431581194874564,0.01,0.9849957819688058,17.067183636043353,16.082187854074547,14.246332274903873,13.733289792574569,13.647929412855477,4.5793705981526225,5165.212845336201,-0.42641644021617825,1.2104970291602006,0.8138314565505974,31.60129360802078
26,0.2589042747931396,0.01,10.015614683003195,2.003122936600639,0.40302224058539937,0.04030222405853994,440.6821555319543,0.1,0.17777943307772137,0.01,0.7657359643387878,13.22649893261749,12.460762968278702,11.0883395524343,10.710894890752915,10.654004015350957,4.1520511675633305,5636.703644880959,0.24368417106872173,2.4812526438924967,0.998065639000872,45.231243087813446
27,0.052826686364721986,0.01,10.138224067061238,2.027644813412248,0.16475380100177225,0.016475380100177225,435.696578582495,0.1,0.0566937589194233,0.01,0.7392641233840429,11.383680841978192,10.64441671859415,9.370885332763649,8.993251345500086,8.943919249081153,4.212475345847171,5528.56791056881,0.11912516377113198,6.069662696214475,0.930618736158527,51.41437321315926
28,0.7260848514838505,0.01,9.598041150412174,1.9196082300824349,0.7405714379236162,0.07405714379236163,285.94363487432787,0.1,0.06859165946688278,0.01,1.5513173260134927,21.681268056157638,20.129950730144145,16.38301871352454,15.63127705128598,15.399126834526472,4.8362458010546785,3643.136619938521,-1.5365772245607576,1.3503086249231524,0.45927899180627574,39.26227768096827
