,KIC,source_id_vansaders,plx,plxe,g_final,g_final_err,g_prov_final,r_final,r_final_err,r_prov_final,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,[Fe/H]i,n_[Fe/H]i,_RA,_DE,AMP_mass,AMP_mass_err,AMP_age,AMP_age_err,AMP_logg,AMP_ZAMS_teff,BASTA_mass,BASTA_mass_err,BASTA_age,BASTA_age_err,BASTA_ZAMS_teff,teff_vansaders,teff_err,feh_vansaders,feh_err,period,period_err,note,designation,source_id_kic,gaia_ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_primary_flag,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,phot_variable_flag,l,b,ecl_lon,ecl_lat,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,kepid,ra_kic,dec_kic,r_est,r_lo,r_hi,r_length_prior,r_result_flag,r_modality_flag,tm_designation,kepmag,teff_kic,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh_kic,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,planet?,kepler_gaia_ang_dist,KIC_ceillier_serenelli,delta_nu,delta_nu_err,Teff,Teff_err,Prot,Prot_err,Mass,Mass_err,Radius,Radius_err,logg_ceillier_serenelli,logg_err,Age,Age_err,numax,e_numax,Dnu,e_Dnu,Length,HBR,KCat,Sloan,Simbad,_RA_ceillier_serenelli,_DE_ceillier_serenelli,S,numax_chaplin,e_numax_chaplin,Dnu_chaplin,e_Dnu_chaplin,T(SDSS),e_T(SDSS),T(IRFM),e_T(IRFM),[Fe/H],e_[Fe/H],KICdata,Simbad_chaplin,_RA_chaplin,_DE_chaplin,G,bp,rp,G_err,bp_err,rp_err,Av,Av_errp,Av_errm,Av_std,eep,Ro,sigma
10,9955598,2.1282159093158764e+18,0.0146696,2.12e-05,9.9284047,0.028794977143599996,g_kic_fixed,9.3340844,0.033327325104700004,r_kic_fixed,8.2,0.018000000000000002,7.837999999999999,0.02,7.768,0.023,0.11800000000000001,SPE,293.6792,46.852759999999996,0.96,0.01,6.43,0.47,4.506,5307,0.89,0.01,6.98,0.45,5250.0,5460,75,0.08,0.1,34.7,6.3,KOI,Gaia DR2 2128215909315876352,2.1282159093158764e+18,2015.5,293.6792057996139,0.018276634028344903,46.85273373546158,0.02225290944959804,14.639630434672828,0.02124007320091783,689.2457885742188,4.666230642392646,0.03957540535689121,-6.007317651519722,0.0472357673844436,0.032861411571502686,0.07188207656145096,-0.19728489220142365,-0.12486638873815536,0.13956297934055328,-0.1304580271244049,-0.22862397134304047,-0.057094015181064606,-0.027910839766263962,0.0023798681795597076,297.7464904785156,0.0,0.0,0.0,0.0,3303008.9646272785,677.3488583172243,9.391091346740723,1650001.00692092,2545.040341425755,9.807677268981934,2317735.231031042,1948.6992255254909,8.849260330200195,0.9584169387817383,0.41658592224121094,0.5418310165405273,-28.256367297707385,0.5813934925433967,NOT_AVAILABLE,79.43305531274473,12.616904513120735,314.0013051252841,66.7107934998959,5327.0,5227.66650390625,5427.83349609375,0.06300000101327896,0.012500000186264515,0.17399999499320984,0.0272000003606081,0.006399999838322401,0.08699999749660492,0.9356644153594971,0.9012234210968018,0.9715602993965149,0.6351345181465149,0.6334542632102966,0.6368147730827332,9955598.0,293.6792,46.85276,68.1729669766469,68.0736539976207,68.2725649984529,1057.34922796223,1.0,1.0,2MASS J19344300+4651099,9.439,5455.0,73.0,-82.0,SPE72,4.497,0.027,-0.03,AST69,0.06,0.15,-0.15,SPE72,0.888,0.036,-0.036,0.902,0.05,-0.055,DSEP,1.0,1.0,1.0,8.2,7.838,7.768,conf,0.058065576977889055,9955598,153.18,0.14,5460,75,34.75,6.31,0.96,0.03,0.91,0.01,4.506,0.003,6.43,0.4,3546.7859999999996,79.41199999999999,153.156,0.14,1050.3,1.048,KCat,Sloan,Simbad,293.67917,46.852759999999996,S,3148,353,152.5,3.1,5434, 77,5357,155,-0.2,0.3,KICdata,Simbad,293.6792,46.852759999999996,9.391091346740723,9.807677268981934,8.849260330200195,0.0003,0.002,0.002,0.0,0.0,0.0,0.5,368.4879684448242,2.2598693864400983,0.0012369142348993465
11,10644253,2.1198284609579425e+18,0.010326100000000001,2.4e-05,9.4359716,0.032518059038,g_kic_fixed,9.0684676,0.0354878601951,r_kic_fixed,8.167,0.023,7.93,0.017,7.874,0.026000000000000002,0.06,SPE,280.92676,47.93777,1.13,0.05,1.07,0.25,4.402,6001,1.16,0.02,1.2,0.39,5991.0,6030,84,0.12,0.09,10.91,0.87,seismic,Gaia DR2 2119828460957942528,2.1198284609579425e+18,2015.5,280.92671470401393,0.021006612422992843,47.93798750119903,0.023047425331093413,10.296066829362504,0.023962611140987324,429.6721496582031,-7.441524554613134,0.044658616467512305,48.24161252441723,0.04536580147656119,-0.016953879967331886,0.1059618815779686,-0.2063288539648056,0.12480317056179047,0.2932780683040619,0.00681288493797183,-0.3406491279602051,-0.30755120515823364,-0.01851785182952881,0.06232818588614464,456.2330627441406,0.0,0.0,1.0,0.0,4220366.033853103,954.4547006081067,9.124990463256836,2315387.4634592957,2906.135622814868,9.439828872680664,2689883.198928067,4441.6166161099345,8.687586784362793,0.7522420883178711,0.3148384094238281,0.43740367889404297,-18.765306215694714,0.21964068819200736,NOT_AVAILABLE,77.10244053554489,21.016731889875256,292.3937911320089,70.52903507071294,5963.33349609375,5805.607421875,6030.0,0.10400000214576721,0.019200000911951065,0.21199999749660492,0.04170000180602074,0.007899999618530273,0.10360000282526016,1.1691659688949585,1.1434566974639893,1.2335563898086548,1.5574116706848145,1.551106572151184,1.5637167692184448,10644253.0,280.92676,47.937771,96.8526525230068,96.6267040190365,97.0796413511495,787.179693522234,1.0,1.0,2MASS J18434242+4756159,9.16,6036.0,81.0,-81.0,SPE72,4.402,0.013,-0.013,AST10,0.07,0.15,-0.15,SPE72,1.09,0.031,-0.039,1.092,0.06,-0.067,DSEP,0.0,0.0,0.0,8.167,7.93,7.874,none,0.032243761283684814,10644253,123.6,2.7,6030,84,10.91,0.87,1.13,0.05,1.11,0.02,4.402,0.031,1.07,0.25,2899.488,92.723,122.914,0.203,1040.0,1.107,KCat,Sloan,Simbad,280.92676,47.93778,S,2819,131,123.6,2.7,6069, 50,6105,145,-0.2,0.3,KICdata,Simbad,280.92676,47.937771000000005,9.124990463256836,9.439828872680664,8.687586784362793,0.0003,0.002,0.002,0.01370999969355762,0.009322799791619181,0.009322799791619181,0.009322799791619181,318.3375549316406,0.9087260643759263,0.008996426042459565
12,10963065,2.1315937851329976e+18,0.0112646,3.3e-05,8.9597088,0.0363914420995,g_kic_fixed,8.6640016,0.038895867807300005,r_kic_fixed,7.784,0.021,7.539,0.021,7.486000000000001,0.018000000000000002,-0.146,SPE,284.78619,48.42323,1.07,0.02,4.36,0.46,4.294,6063,1.09,0.02,4.18,0.44,6076.0,6104,74,-0.2,0.1,12.4,1.2,KOI,Gaia DR2 2131593785132997632,2.1315937851329976e+18,2015.5,284.7862157903107,0.029543880315415553,48.42326224618383,0.03421818099244416,11.2345778902741,0.03300645334661186,340.37518310546875,4.584546106037028,0.06527614921317794,9.361543062439868,0.06256821606703482,-0.4382304251194,-0.38279399275779724,0.30690428614616394,-0.12634946405887604,0.4745234549045563,-0.2461753636598587,-0.1768534928560257,-0.1580296754837036,-0.17228902876377106,-0.37213876843452454,297.4953918457031,0.0,1.0788733362703671e-15,1.0,0.0,6246942.569201007,1497.1261665175061,8.699196815490723,3497396.3934116573,5720.187650366771,8.992026329040527,3891228.7779005817,7850.063515197454,8.286703109741211,0.7053232192993164,0.2928295135498047,0.4124937057495117,-54.916614775078855,0.24061886650632094,NOT_AVAILABLE,78.4751639629314,18.738491285150147,300.1883373135771,70.31705865576892,6097.0,6063.19970703125,6147.25,0.11299999803304672,0.026000000536441803,0.21649999916553497,0.052000001072883606,0.014299999922513962,0.09549999982118607,1.2441458702087402,1.2238887548446655,1.2580559253692627,1.9270904064178467,1.9182888269424438,1.9358919858932495,10963065.0,284.78619,48.423229,88.783178171035,88.5218101734073,89.0460665769856,818.019639843826,1.0,1.0,2MASS J18590868+4825236,8.769,6139.0,82.0,-82.0,SPE72,4.291,0.033,-0.027,AST69,-0.18,0.15,-0.15,SPE72,1.194,0.064,-0.064,1.016,0.076,-0.063,DSEP,1.0,1.0,1.0,7.784,7.539,7.486,conf,0.02711466974554839,10963065,103.2,0.63,6104,74,12.38,1.22,1.07,0.03,1.22,0.01,4.294,0.004,4.36,0.29,2177.3360000000002,30.131999999999998,103.211,0.10800000000000001,769.5,1.618,KCat,Sloan,Simbad,284.78618,48.42322,S,2184, 62,103.0,1.0,6316, 45,6080,200,-0.2,0.3,KICdata,Simbad,284.78619,48.423229,8.699196815490723,8.992026329040527,8.286703109741211,0.0003,0.002,0.002,0.0,0.0,0.0,0.5,390.07604598999023,0.9498822085965251,0.25004068514837374
13,11244118,2.1297242374095483e+18,0.0062898,2.01e-05,10.1408525,0.027306463386499998,g_kic_fixed,9.634604800000002,0.0309759494644,r_kic_fixed,8.675,0.026000000000000002,8.351,0.018000000000000002,8.294,0.013000000000000001,0.36,SPE,291.83533,48.953379999999996,1.1,0.05,6.43,0.58,4.077,6023,1.13,0.02,6.9,0.44,5677.0,5745,84,0.35,0.09,23.2,3.9,seismic,Gaia DR2 2129724237409548288,2.1297242374095483e+18,2015.5,291.8354065774419,0.017822737282076936,48.95297698277522,0.02159651727312797,6.259821084136994,0.020070443330411383,311.89251708984375,4.669134704138553,0.04072587068756497,-83.32357086393445,0.04013882308292097,0.0770123153924942,-0.05461949482560158,-0.13815750181674957,-0.0896834284067154,0.2456945776939392,-0.07088486850261688,-0.42563554644584656,0.03601498901844025,-0.13258250057697296,-0.014294016174972057,357.92279052734375,0.0,0.0,1.0,0.0,2454566.42738635,540.9172990542705,9.713428497314453,1276689.1768162614,1155.956126013817,10.086174964904785,1656384.4081216673,1554.5154443690953,9.214016914367676,0.8721580505371094,0.37274646759033203,0.49941158294677734,-45.708433125241086,0.358501985085911,NOT_AVAILABLE,80.83432151685884,14.637717165731656,313.29051056859834,69.13294757837284,5610.150390625,5546.96728515625,5671.466796875,0.9686999917030334,0.5360000133514404,1.3309999704360962,0.4375,0.2669000029563904,0.6521000266075134,1.6749672889709473,1.6389455795288086,1.7133421897888184,2.503833055496216,2.4889047145843506,2.518761396408081,11244118.0,291.83533,48.953381,159.015260700607,158.505560094096,159.52819130402,876.814266540021,1.0,1.0,2MASS J19272048+4857121,9.736,5727.0,77.0,-68.0,SPE72,4.096,0.007,-0.009,AST10,0.34,0.1,-0.1,SPE72,1.64,0.04,-0.087,1.222,0.045,-0.125,DSEP,0.0,0.0,0.0,8.675,8.351,8.294,none,0.19585822062598082,11244118,71.3,0.9,5745,84,23.17,3.89,1.1,0.05,1.59,0.03,4.077,0.002,6.43,0.58,1386.781,16.192,71.373,0.069,1050.6,1.581,KCat,Sloan,Simbad,291.83537,48.953340000000004,S,1420, 31,71.3,0.9,5618, 64,5856,132,-0.2,0.3,KICdata,Simbad,291.83533,48.953381,9.713428497314453,10.086174964904785,9.214016914367676,0.0003,0.002,0.002,0.09974088114872574,0.006758599151819936,0.0067585991518199495,0.006758599151819943,405.7419204711914,1.8539085063695777,0.5000452003642226
14,12069424,,,,,,,,,,,,,,,,,,,,1.1,0.02,7.07,0.46,4.295,5677,1.04,0.01,6.95,0.26,5668.0,5825,50,0.09,0.02,23.8,1.7,seismic,Gaia DR2 2135550755683405952,2.1355507556834058e+18,2015.5,295.45297035735257,0.03035244899798143,50.52437636109773,0.036825548030406385,47.2771232010942,0.032714271974208384,1445.15283203125,-148.29928596054458,0.06279081564824912,-158.96105827430586,0.06966654497524923,-0.001242348225787282,0.11013548076152802,-0.48014435172080994,-0.05745382606983185,0.21651004254817963,-0.11531265825033188,-0.45598384737968445,-0.2816350758075714,-0.040981002151966095,-0.04333864152431488,656.9911499023438,0.12120738620688563,5.988614985831267,1.0,0.0,89962684.02044925,57884.703804930796,5.8032097816467285,47489531.346706405,96573.13510971819,6.15989351272583,58729683.33204642,112237.86756065862,5.339776039123535,0.8201174736022949,0.35668373107910156,0.46343374252319336,-27.209737348500635,0.15049447654828416,NOT_AVAILABLE,83.33875963940903,13.21506248713514,321.2060806265601,69.4785538954578,5793.0,5743.0,5844.75,0.08399999886751175,0.00800000037997961,0.41659998893737793,0.0560000017285347,0.007899999618530273,0.22040000557899475,1.2510478496551514,1.2289921045303345,1.2729265689849854,1.5880225896835327,1.5860297679901123,1.5900154113769531,12069424.0,295.45398,50.525066,21.1389325240616,21.1242143769276,21.1536708308357,996.436588328241,1.0,1.0,2MASS J19414896+5031305,5.864,5775.0,78.0,-78.0,SPE72,4.294,0.03,-0.027,AST19,0.02,0.15,-0.15,SPE72,1.165,0.066,-0.054,0.973,0.081,-0.059,DSEP,0.0,0.0,0.0,5.091,4.724,4.426,none,0.022439021034596267,12069424,103.4,0.2,5825,50,23.8,1.8,1.11,0.02,1.24,0.01,4.295,0.002,6.8,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8032097816467285,6.15989351272583,5.339776039123535,0.0003,0.002,0.002,0.0,0.0,0.0,0.5,441.6950798034668,1.9018544160170667,0.3952304048016851
15,12069449,,,,,,,,,,,,,,,,,,,,1.06,0.02,6.82,0.28,4.36,5629,0.998,0.005,7.02,0.14,5592.0,5750,50,0.05,0.02,23.2,7.4,seismic,Gaia DR2 2135550755683407232,2.1355507556834074e+18,2015.5,295.46564220323137,0.02258347013535874,50.516824304187644,0.024785820904364233,47.27542075679729,0.02453161456957398,1927.122314453125,-134.7909218665119,0.049463433102907316,-162.49322516493953,0.04501690966800524,-0.02705952525138855,0.08603224158287048,-0.4010360836982727,-0.10467521101236343,0.3106786012649536,-0.1590498983860016,-0.16720357537269592,-0.10417480021715164,-0.20993314683437347,-0.0951453298330307,501.9940185546875,0.0,0.0,1.0,0.0,71223239.71001142,28233.01849787,6.056811332702637,37448788.790632375,66624.36539332023,6.4177937507629395,46816289.09291926,78302.54486403073,5.585927486419678,0.8318662643432617,0.36098241806030273,0.470883846282959,-27.731926313298665,0.1554552995233504,NOT_AVAILABLE,83.33557715253097,13.204463158717543,321.2156375642644,69.46803175983105,5777.25,5696.5,5890.0,0.1923000067472458,0.06669999659061432,0.33629998564720154,0.08150000125169754,0.04569999873638153,0.1354999989271164,1.1198002099990845,1.077338695526123,1.151772379875183,1.2585208415985107,1.2572907209396362,1.2597509622573853,12069449.0,295.46658,50.517525,21.1396845405787,21.1286450986539,21.1507353197228,997.598923677839,1.0,1.0,2MASS J19415198+5031032,6.095,5745.0,77.0,-77.0,SPE72,4.359,0.033,-0.027,AST19,0.0,0.15,-0.15,SPE72,1.069,0.051,-0.051,0.952,0.063,-0.057,DSEP,1.0,0.0,0.0,4.993,4.695,4.651,conf,0.05756479054849085,12069449,116.5,0.3,5750,50,23.2,6.0,1.07,0.02,1.13,0.01,4.362,0.003,6.8,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,6.056811332702637,6.4177937507629395,5.585927486419678,0.0003,0.002,0.002,0.0,0.0,0.0,0.5,418.9494323730469,1.7520219102360124,0.004787733023190779
16,6196457,,,,,,,,,,,,,,,,,,,,1.23,0.04,5.51,0.71,4.053,6064,1.21,0.02,5.52,0.5,5991.0,5871,94,0.17,0.11,16.4,1.2,KOI,Gaia DR2 2102224661326132864,2.1022246613261327e+18,2015.5,289.0860606614211,0.01840233850248656,41.56302243953696,0.021830605157365016,2.0634741124722886,0.02332998863106844,88.44728088378906,-0.1273155997260873,0.03925474605688917,14.717852187850834,0.039183814580973725,0.06609272956848145,0.05426986142992973,-0.04855845496058464,-0.02730625309050083,0.4000818133354187,-0.09671138972043991,-0.23122580349445343,-0.16772840917110443,-0.06152527034282684,0.09959252923727036,284.9776611328125,0.0,0.0,0.0,0.0,377851.4573153567,64.77279056863374,11.745062828063965,205149.60355847978,202.63535315626802,12.071211814880371,248493.6765102307,173.13423595885624,11.273632049560547,0.7975797653198242,0.32614898681640625,0.47143077850341797,-41.30766612606023,0.6435330140037124,NOT_AVAILABLE,73.08204698442792,13.314393558212348,302.4457616058077,62.868689610510565,5829.5,5778.0,5893.0,,,,,,,1.8325062990188599,1.793226718902588,1.8653185367584229,3.493903160095215,3.4246041774749756,3.563202142715454,6196457.0,289.08606,41.562958,477.991825256548,472.679801622219,483.4224149266,940.6277634628,1.0,1.0,2MASS J19162065+4133465,11.565,5862.0,97.0,-80.0,SPE8,4.05,0.033,-0.027,AST69,0.16,0.15,-0.1,SPE69,1.67,0.118,-0.082,1.142,0.16,-0.053,DSEP,3.0,3.0,3.0,10.747,10.47,10.403,conf,0.005382217032953399,6196457,66.6,1.1,5871,94,16.42,1.22,1.23,0.04,1.73,0.02,4.053,0.011000000000000001,5.51,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,11.745062828063965,12.071211814880371,11.273632049560547,0.0003,0.002,0.002,0.08225999816134572,0.01864559958323836,0.01864559958323836,0.01864559958323836,459.1196823120117,1.5601531984938282,3.7699062198737625
17,7871531,,,,,,,,,,,,,,,,,,,,0.84,0.02,9.15,0.47,4.479,5253,0.84,0.02,10.1,0.99,5240.0,5400,84,-0.24,0.09,33.7,2.6,seismic,Gaia DR2 2105298788456363008,2.105298788456363e+18,2015.5,282.91480269717243,0.24205255308345908,43.63594821558285,0.26307635201832547,15.028801647521837,0.26103584377793215,57.573707580566406,-29.962316951280837,0.5505211473212596,-20.570302463465417,0.5724377142661301,0.01858329027891159,-0.01909693330526352,-0.2909070551395416,-0.05270078405737877,0.20985525846481323,-0.07779961824417114,-0.30858567357063293,-0.12181712687015533,-0.013931244611740112,0.03445558622479439,26729.310546875,1.554834240095771,843.9521164316657,1.0,0.0,3914357.179979241,777.3317123946227,9.206714630126953,1972046.9924083757,1924.561672486494,9.614094734191895,2753936.180605789,3605.0558801088687,8.66203498840332,0.9520597457885742,0.4073801040649414,0.5446796417236328,-20.230479854223105,0.6660200626975887,NOT_AVAILABLE,73.26418535209082,18.302899567302223,293.46015900467404,66.02664922743446,5342.63232421875,5284.58984375,5423.4501953125,0.20749999582767487,0.12039999663829803,0.3057999908924103,0.10300000011920929,0.05900000035762787,0.15610000491142273,0.985383152961731,0.9562344551086426,1.0071475505828857,0.7127317190170288,0.6987788081169128,0.7266846299171448,7871531.0,282.91507,43.636089,66.4491786347692,65.3072329571994,67.6310326116368,862.144991075886,1.0,1.0,2MASS J18513961+4338099,9.253,5505.0,76.0,-76.0,SPE72,4.474,0.02,-0.014,AST10,-0.26,0.15,-0.1,SPE72,0.86,0.031,-0.027,0.803,0.058,-0.039,DSEP,0.0,0.0,0.0,7.971,7.585,7.516,none,0.2986264472601722,7871531,153.3,3.6,5400,84,33.72,2.6,0.84,0.02,0.87,0.01,4.479,0.006999999999999999,9.15,0.47,3512.0440000000003,62.508,151.19,0.379,1050.2,1.053,KCat,Sloan,Simbad,282.915,43.63602,S,    ,   ,153.3,3.6,5378, 57,5237,153,-0.2,0.3,KICdata,Simbad,282.91507,43.636089,9.206714630126953,9.614094734191895,8.66203498840332,0.0003,0.002,0.002,0.0,0.0,0.0,0.5,376.44847869873047,1.810932218675816,0.4403994573724464
18,10454113,,,,,,,,,,,,,,,,,,,,1.19,0.04,2.03,0.29,4.315,6138,1.15,0.03,2.86,0.54,6095.0,6120,84,-0.06,0.09,14.6,1.1,seismic,Gaia DR2 2131620306552653312,2.1316203065526533e+18,2015.5,284.1526232604974,0.05573928420405642,47.65642759535394,0.05715426354630676,10.244714050738004,0.06226216738394345,164.54156494140625,-11.915359253930546,0.12438777530274767,-1.53900188268583,0.11264252722928393,-0.15375559031963348,-0.19615980982780457,-0.1502130925655365,0.022529901936650276,0.3546547591686249,-0.03575999289751053,-0.29941120743751526,0.013945017009973526,-0.30017608404159546,-0.20356452465057373,1933.1724853515625,0.275828161993981,28.10327240680584,1.0,1.0,7168916.58270212,1379.695817864692,8.549732208251953,4007573.580628509,5347.189407679675,8.844184875488281,4474738.86719173,6956.894277824079,8.135001182556152,0.7091836929321289,0.2944526672363281,0.4147310256958008,-22.691787091725306,0.3876232460690831,NOT_AVAILABLE,77.56092682276396,18.874575506261827,298.34991592751186,69.70657639048099,6108.5,5954.26708984375,6138.0,0.3370000123977661,0.1265999972820282,0.6341000199317932,0.15770000219345093,0.03400000184774399,0.27709999680519104,1.455833077430725,1.4418729543685913,1.5322306156158447,2.6586196422576904,2.6375322341918945,2.6797070503234863,10454113.0,284.15262,47.65641,97.342511217065,96.751640980083,97.9405127049686,823.82857223013,1.0,1.0,2MASS J18563663+4739230,8.618,6183.0,83.0,-83.0,SPE72,4.303,0.009,-0.009,AST10,-0.08,0.15,-0.15,SPE72,1.205,0.057,-0.038,1.06,0.099,-0.066,DSEP,0.0,0.0,0.0,7.655,7.373,7.291,none,0.2114137270800756,10454113,103.8,1.3,6120,84,14.61,1.09,1.19,0.04,1.25,0.01,4.315,0.003,2.03,0.29,2337.9539999999997,32.931999999999995,105.109,0.136,1035.7,1.4140000000000001,KCat,Sloan,Simbad,284.15268,47.65641,S,2261, 62,103.8,1.3,6197, 45,6039,226,-0.2,0.3,KICdata,Simbad,284.15262,47.65641,8.549732208251953,8.844184875488281,8.135001182556152,0.0003,0.002,0.002,0.0,0.0,0.0,0.5,345.73951721191406,1.3182561122997196,0.00047770448388464743
19,10586004,,,,,,,,,,,,,,,,,,,,1.16,0.05,6.35,1.37,4.072,5943,1.18,0.03,6.43,0.62,5753.0,5770,83,0.29,0.1,29.8,1.0,KOI,Gaia DR2 2131494313689868416,2.1314943136898683e+18,2015.5,285.31118446651004,0.022622060026164747,47.848477474693226,0.025120862016680158,2.4173229179531073,0.025846893993754245,93.52469635009766,-13.25792068343148,0.048813024129307415,-24.633492989455156,0.05000045318938493,0.04663129895925522,0.23270705342292786,-0.1872337907552719,-0.2740119695663452,0.3135887384414673,-0.27730828523635864,-0.17217320203781128,-0.15695273876190186,-0.3231906294822693,-0.034167367964982986,234.28404235839844,0.0,0.0,1.0,0.0,414841.8022712897,79.82416846517229,11.643659591674805,220075.2438044737,203.83586774302236,11.994959831237793,277516.35288368544,181.00165855283535,11.153698921203613,0.8412609100341797,0.3513002395629883,0.4899606704711914,-20.208392809810547,0.3450624580246413,NOT_AVAILABLE,78.03529387361382,18.210230578052567,300.6574687952373,69.66333670816005,5577.33349609375,5486.0,5742.0751953125,,,,,,,1.8067560195922852,1.7045706510543823,1.867416262626648,2.8457727432250977,2.7943692207336426,2.8971762657165527,10586004.0,285.31125,47.848564,408.845404011988,404.537385263658,413.244488327981,823.254385158882,1.0,1.0,2MASS J19011470+4750549,11.696,5758.0,77.0,-68.0,SPE72,4.072,0.033,-0.027,AST69,0.3,0.1,-0.1,SPE72,1.704,0.083,-0.118,1.251,0.053,-0.141,DSEP,2.0,2.0,2.0,10.6,10.325,10.252,conf,0.08468343475864654,10586004,69.2,1.4,5770,83,29.79,1.02,1.16,0.05,1.64,0.02,4.072,0.01,6.35,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,11.643659591674805,11.994959831237793,11.153698921203613,0.0003,0.002,0.002,0.09596999785490334,0.009322799791619166,0.00932279979161918,0.009322799791619173,422.83395767211914,2.5852483969662647,0.5043030249605356
20,11401755,,,,,,,,,,,,,,,,,,,,1.03,0.05,5.85,0.93,4.043,6094,1.06,0.03,7.1,0.6,6057.0,5911,66,-0.2,0.06,17.2,1.4,KOI,Gaia DR2 2129931456691176576,2.1299314566911764e+18,2015.5,291.2501859183835,0.018550174840680018,49.23180726796352,0.023882455236718055,1.8654326563944872,0.021493003898215974,86.79254913330078,0.9699602617775496,0.04090022436079369,-8.072591119938933,0.04290148248620422,-0.22508010268211365,-0.13288763165473938,-0.3505147099494934,0.14302602410316467,0.39384031295776367,0.12886807322502136,-0.4075559675693512,0.003356421599164605,-0.0448518730700016,-0.12440354377031326,308.95172119140625,0.0,0.0,1.0,0.0,278396.48297611304,43.64900404427122,12.076705932617188,154834.32564891566,182.1896354214241,12.376720428466797,179263.31984221205,103.70924365452674,11.628190994262695,0.7485294342041016,0.3000144958496094,0.4485149383544922,9.393150883029282,1.3043657300284168,NOT_AVAILABLE,80.93277135767977,15.101993758065188,312.62892736486555,69.54540730383418,5963.0,5911.0,6255.89501953125,,,,,,,1.657586932182312,1.5060070753097534,1.686879277229309,3.129727840423584,3.0644707679748535,3.1949849128723145,11401755.0,291.25018,49.231834,527.956426511311,521.987316383389,534.061131757455,853.712155566416,1.0,1.0,2MASS J19250004+4913545,11.866,5919.0,62.0,-71.0,SPE8,4.042,0.03,-0.03,AST69,-0.2,0.05,-0.1,SPE69,1.585,0.071,-0.079,1.009,0.036,-0.036,DSEP,2.0,2.0,3.0,11.124,10.85,10.788,conf,0.028911624502094925,11401755,67.9,1.2,5911,66,17.04,0.98,1.03,0.07,1.6,0.04,4.043,0.022000000000000002,5.85,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,12.076705932617188,12.376720428466797,11.628190994262695,0.0003,0.002,0.002,0.16451999632269143,0.018645603056251986,0.018645603056251986,0.018645603056251986,408.1095886230469,1.243783813554833,0.25051835643632875
