,Unnamed: 0,source_id,EPIC,ra,dec,G,G_err,bp,rp,parallax,parallax_err,BP_err,RP_err,Name,Mass,r'mag,Kmag,Prot1,Pw1,Q1,Clean?,Sig,Prot2,Pw2,Q2,MP?,SE?,Bl?,Bin?,RawAmp,SmAmp,P,Kpmag,PrCat,PCat,All,2M,Simbad,_RA,_DE,prot
727,20760,661319380406234752,211980450,130.16385332288212,19.93988960713396,16.675764,0.002,18.30375,15.381829000000002,3.938119049166267,0.3185377625207416,0.2,0.01,AD 2802,0.3,17.21,12.69, 1.02, 0.4870,0,Y, 0.00775,       ,       , ,N,N,Y,    , 0.04669, 1.50605,S,16.8,0,2,All,2M,Simbad,130.164065,19.939966000000002,1.02
728,20768,661319620924311296,211980574,130.21594668902728,19.941673133783073,15.969485,0.002,17.286448,14.821937,5.53848103444638,0.0820024173691594,0.2,0.01,JS390  ,0.36,16.61,12.4,25.92, 0.7374,0,Y, 0.00899,       ,       , ,N,Y,N,cand, 0.02758, 1.27515,2,15.67,1,2,All,2M,Simbad,130.216075,19.94177,25.92
729,20773,661401122222444288,211980688,130.35751606006852,19.943515067588343,10.578911999999999,0.0003,10.890072,10.132017,5.272677226949827,0.04673703641997908,0.002,0.002,KW392  ,1.16,10.57,9.33, 6.78, 0.6780,0,Y, 0.00830,       ,       , ,N,Y,Y,    , 0.01199, 0.43691,K,10.61,1,1,All,2M,Simbad,130.35767099999998,19.943569,6.78
730,20799,663052962348209664,211981232,128.39354821845532,19.95155428364075,18.488977,0.01,20.111765,17.12365,5.91871038847387,0.3794946504978532,0.2,0.2,AD 1775,0.16,19.43,14.32, 0.80, 0.0081,0,Y, 0.00735,       ,       , ,N,Y,Y,    , 0.04190, 1.33353,2,18.72,0,2,All,2M,Simbad,128.393776,19.951649,0.8
731,20801,661504506378724224,211981243,132.65034347306178,19.95180251136341,18.43122,0.01,20.127651,17.07827,5.795728167086215,0.2538836922186194,0.2,0.2,AD 3792,0.16,19.33,14.33, 1.51, 0.1699,0,Y, 0.00748,       ,       , ,N,N,Y,    , 0.03667, 1.00663,2,18.66,0,2,All,2M,Simbad,132.65055900000002,19.95187,1.51
732,20812,663055371825360000,211981509,128.16429028584196,19.956146699855854,12.029910000000001,0.0003,12.419205999999999,11.485719,4.889303027374098,0.04630239741362272,0.002,0.002,JC 10  ,0.87,11.99,10.37,27.84, 0.5788,0,Y, 0.00795,       ,       , ,N,Y,Y,    , 0.00350, 0.14426,2,12.03,1,2,All,2M,Simbad,128.16446100000002,19.95619,27.84
733,20815,664354994570694400,211981575,129.0356365745043,19.956992289172447,17.314087,0.01,19.050371,15.9798565,5.004109599878046,0.2335824081583783,0.2,0.01,HSHJ102,0.24,18.17,13.2, 1.02, 0.0465,0,Y, 0.00826,       ,       , ,N,N,M,    , 0.01625, 0.25812,2,17.52,0,2,All,2M,Simbad,129.035841,19.957056,1.02
734,20817,664313384927507968,211981626,129.28173273685155,19.957569051106717,17.614002,0.01,19.051346,16.306227,5.265186817724668,0.20805450051563612,0.2,0.01,AD 2275,0.2,18.48,13.58, 1.88, 0.2951,0,Y, 0.00704,       ,       , ,N,M,Y,    , 0.01776, 0.75042,2,16.89,0,2,All,2M,Simbad,129.281887,19.957634,1.88
735,20819,664356502102864512,211981687,129.00655027565944,19.958660347948328,18.626520000000003,0.01,19.873423000000003,17.206523999999998,5.1924508648686345,0.3783725230173191,0.2,0.2,HSHJ 95,0.16,19.71,14.32, 1.85, 0.0289,0,Y, 0.00666,       ,       , ,N,M,M,    , 0.04917, 1.27100,2,18.88,0,2,All,2M,Simbad,129.006766,19.958712,1.85
736,20823,661402423595631232,211981916,130.4318583049543,19.962088277316933,12.108118,0.0003,12.579533,11.497767999999999,5.1859252957137665,0.06197989009139911,0.002,0.002,KW417  ,0.92,12.06,10.26, 9.42, 0.6278,0,Y, 0.00833,       ,       , ,N,Y,N,    , 0.01728, 0.79480,D,12.12,1,2,All,2M,Simbad,130.43201200000001,19.962138,9.42
737,20824,664311250327154432,211981954,129.4553337526247,19.962835633915244,18.636003,0.01,20.310837,17.221691,4.956674432444255,0.4786290506243734,0.2,0.2,HSHJ181,0.16,19.7,14.22, 0.28, 0.0230,0,N, 0.00702,       ,       , ,Y,N,N,cand, 0.04138, 0.37402,2,18.93,1,1,All,2M,Simbad,129.455504,19.962896,0.28
738,20836,664319329162317568,211982230,129.87877246839741,19.967124382861613,16.73036,0.002,18.411089,15.423247,4.851520073396966,0.22358217225375165,0.2,0.01,JS710  ,0.3,17.5,12.69, 1.18, 0.4088,0,Y, 0.00755,       ,       , ,Y,N,N,    , 0.02023, 0.74469,S,15.78,0,2,All,2M,Simbad,129.87895,19.967199,1.18
739,20843,661401225301656192,211982334,130.39079753994815,19.969030270409935,11.508884,0.0003,11.915036,10.969517,5.41732173659577,0.046152316940857335,0.002,0.002,KW403  ,1.02,11.47,9.93, 8.97, 0.4581,0,Y, 0.00827,       ,       , ,N,Y,Y,    , 0.00978, 0.31376,K,11.52,0,2,All,2M,Simbad,130.390955,19.969085999999997,8.97
740,20860,661404764354696448,211982727,130.62433746045448,19.975419539874235,17.830952,0.01,19.504804999999998,16.53557,5.735323395449496,0.17738655548733495,0.2,0.01,AD 3093,0.19,18.61,13.73, 0.59, 0.1280,0,Y, 0.00703,       ,       , ,N,N,N,    , 0.03617, 0.14210,S,18.03,0,2,All,2M,Simbad,130.624524,19.975475,0.59
741,20862,661402015575639680,211982734,130.36988304038852,19.975531048464504,15.765918,0.002,17.148031,14.589460999999998,4.998988356231943,0.07603949057447884,0.2,0.01,JS434  ,0.44,16.37,12.1, 1.02, 0.3167,0,Y, 0.00756,       ,       , ,N,N,N,    , 0.02604, 1.12040,2,15.36,1,2,All,2M,Simbad,130.369999,19.97559,1.02
742,20867,663055818503513088,211982810,128.2174868499892,19.976600756321908,12.7360115,0.0003,13.316317999999999,12.033481,5.347663646792746,0.04915548364022413,0.01,0.002,JS 15  ,0.81,12.69,10.56,11.38, 0.5085,0,N, 0.00821,       ,       , ,N,Y,N,    , 0.01693, 0.84757,K,12.73,0,2,All,2M,Simbad,128.21766100000002,19.976646,11.38
743,20872,664310601788795392,211982945,129.5045933133314,19.978559451787227,16.901032999999998,0.002,18.612822,15.60643,5.4554294382173385,0.20180454134812575,0.2,0.01,JS703  ,0.28,17.71,12.86, 0.54, 0.7259,0,Y, 0.00824,       ,       , ,N,N,Y,    , 0.02799, 0.43252,2,17.09,1,1,All,2M,Simbad,129.504743,19.978614999999998,0.54
745,20892,664311392062657920,211983461,129.46686941159314,19.98712654210043,11.096675999999999,0.0003,11.457315,10.611772,5.24907056545466,0.08433332261443509,0.002,0.002,KW 58  ,1.05,11.08,9.69, 7.95, 0.3487,0,N, 0.00796,       ,       , ,M,Y,N,    , 0.01425, 0.60365,K,11.12,0,1,All,2M,Simbad,129.467052,19.987197000000002,7.95
746,20894,661402084295115904,211983476,130.35826785009925,19.987462102340515,16.857738,0.002,18.421946,15.600570999999999,5.3560655447696055,0.10932875502343266,0.2,0.01,JS729  ,0.25,17.43,13.08, 4.30, 0.7073,0,Y, 0.00839,       ,       , ,N,Y,N,    , 0.04543, 2.15018,S,16.97,0,2,All,2M,Simbad,130.358451,19.987553,4.3
747,20895,664334035130360192,211983499,129.53142587444594,19.98781070363074,11.8502245,0.0003,12.333405,11.227236999999999,5.570376861155776,0.5343233010896299,0.002,0.002,KW 79  ,1.02,11.84,9.9, 8.97, 0.7049,0,Y, 0.00892,       ,       , ,N,Y,N,cand, 0.02154, 0.97367,K,11.83,0,1,All,2M,Simbad,129.531591,19.98787,8.97
748,20896,661358241268943616,211983544,130.65657683826453,19.988528832659984,17.374935,0.01,19.05516,16.0814,5.107910433735649,0.12706372322982973,0.2,0.01,HSHJ428,0.21,18.03,13.39, 1.69, 0.1802,0,Y, 0.00737,       ,       , ,N,N,M,cand, 0.05057, 2.14679,P,17.45,0,2,All,2M,Simbad,130.656758,19.988607000000002,1.69
749,20900,664325170317925120,211983725,129.92080158529185,19.991282280324754,14.630075,0.002,15.676210999999999,13.606194,5.1455347516737895,0.059338432153701465,0.01,0.01,KW570  ,0.6,14.78,11.32, 4.22, 0.2006,0,Y, 0.00793,       ,       , ,N,Y,Y,cand, 0.02431, 0.89823,P,14.64,1,2,All,2M,Simbad,129.92096,19.99134,4.22
750,20905,661355934869899648,211983811,130.88576136814615,19.992460041293285,16.786312,0.002,18.362505,15.534237,5.691005501961008,0.1629904511714534,0.2,0.01,HSHJ458,0.27,17.45,12.92,34.17, 0.4898,0,Y, 0.00739,       ,       , ,N,N,Y,    , 0.02823, 1.11019,2,16.02,0,2,All,2M,Simbad,130.885943,19.992501999999998,34.17
753,20918,663067638253511552,211984130,128.19482464084714,19.99767176581925,16.722310999999998,0.002,18.247765,15.494484,5.227083461677041,0.1290583972375965,0.2,0.01,HSHJ 25,0.27,17.42,12.95,25.26, 0.2710,0,Y, 0.00796,       ,       , ,N,Y,N,    , 0.03405, 1.11462,2,16.02,1,2,All,2M,Simbad,128.194973,19.997719,25.26
755,20970,664325616994522880,211985346,129.96965440857485,20.01804195500397,16.410301,0.002,17.825008,15.199114999999999,5.463804765742647,0.10983451616452823,0.2,0.01,JS321  ,0.31,16.99,12.66, 9.00, 0.6682,0,Y, 0.00813,       ,       , ,N,N,N,    , 0.02263, 1.01553,2,15.98,1,2,All,2M,Simbad,129.969845,20.018114,9.0
756,20981,664320497393421952,211985566,129.8103710777985,20.02192754283791,15.066672,0.002,16.185472,14.008378,5.318458812135384,0.04692623445430304,0.01,0.01,KW564  ,0.55,15.29,11.72,17.68, 0.8499,0,Y, 0.00745,       ,       , ,N,N,N,    , 0.03911, 1.87898,2,14.99,0,2,All,2M,Simbad,129.81054,20.022005,17.68
758,21013,661414213282680960,211986537,130.31407110055486,20.03769966394293,13.746807,0.002,14.540138,12.883392,5.418951876485023,0.02888005175830695,0.01,0.002,KW575  ,0.63,13.81,11.02,13.54, 0.8596,0,Y, 0.00789,       ,       , ,N,Y,N,    , 0.01329, 0.61033,K,13.7,1,2,All,2M,Simbad,130.31423,20.037765,13.54
759,21026,664323761568567808,211986948,129.76321711144786,20.043710583331087,13.841472,0.002,14.66327,12.962468,5.498617772722282,0.034839893978763394,0.01,0.002,KW561  ,0.63,13.9,11.05,14.31, 0.3496,0,Y, 0.00822,       ,       , ,N,Y,N,    , 0.01699, 0.62750,2,13.8,1,2,All,2M,Simbad,129.763401,20.043782999999998,14.31
760,21063,661406546764571392,211987717,130.58777622482322,20.05573733009173,17.212725,0.01,18.806632999999998,15.955649,5.279515678320198,0.14043460626659565,0.2,0.01,HSHJ419,0.23,17.93,13.27, 3.90, 0.1369,0,Y, 0.00939,       ,       , ,N,Y,N,    , 0.01331, 0.55443,S,17.36,1,2,All,2M,Simbad,130.587961,20.055799,3.9
761,21069,661325187202016512,211987847,130.05441151317862,20.057759572051047,16.09962,0.002,17.598364,14.859317,5.186720288140601,0.10043756832024298,0.2,0.01,HSHJ303,0.4,16.47,12.25, 0.84, 0.6257,0,Y, 0.00843,       ,       , ,N,Y,N,    , 0.02344, 0.96280,S,16.21,0,2,All,2M,Simbad,130.0546,20.057814,0.84
762,21079,661547357268446080,211988080,131.97785358927442,20.061901375148988,15.416034,0.002,16.658737,14.307723999999999,6.566769326669,0.05008072033490723,0.01,0.01,JS653  ,0.46,15.92,12.03,27.58, 0.3752,0,Y, 0.00770,       ,       , ,N,N,N,    , 0.00639, 0.26025,2,14.83,0,1,All,2M,Simbad,131.978027,20.061911,27.58
763,21085,664335684397673472,211988223,129.5332172341527,20.063991768365547,17.423227,0.01,18.984488,16.158144,5.471443159326063,0.19900605588235826,0.2,0.01,HSHJ195,0.2,18.12,13.48, 1.16, 0.4010,0,Y, 0.00806,       ,       , ,N,N,N,    , 0.05166, 2.09584,S,16.8,0,1,All,2M,Simbad,129.53336299999998,20.064041,1.16
764,21088,664327433763175424,211988287,129.97926607064804,20.064971367589372,9.991372,0.0003,10.253652,9.608794999999999,4.995503146233314,0.08005816032879852,0.002,0.002,KW222  ,1.24,9.78,8.96, 3.29, 0.2073,0,N, 0.00861,       ,       , ,M,Y,N,    , 0.00281, 0.05792,2,10.08,1,1,All,2M,Simbad,129.979432,20.065025,3.29
765,21092,661360268493494528,211988324,130.81329193273723,20.06552061848445,13.130247,0.002,13.795160000000001,12.354186,5.4037206762742604,0.031310920413516075,0.01,0.002,JS526  ,0.77,13.1,10.68,10.89, 0.6731,0,Y, 0.00851,       ,       , ,N,Y,N,    , 0.01184, 0.50984,K,13.04,0,2,All,2M,Simbad,130.813449,20.065575,10.89
766,21098,661325255921404288,211988451,130.04757279983906,20.067522039872,15.709654,0.002,17.190432,14.449499,2.3953548827973847,0.597377304813396,0.2,0.01,HSHJ300,0.52,16.31,11.84, 0.80, 0.0199,0,N, 0.00758, 0.9809, 0.0181,0,Y,N,N,cand, 0.01163, 0.22225,2,15.79,0,2,All,2M,Simbad,130.047752,20.067583,0.8
767,21099,664324684984105728,211988454,129.7082020497148,20.0675899118778,10.657494,0.0003,10.969255,10.207288,5.4323500570630285,0.0719220494482442,0.002,0.002,KW127  ,1.15,10.64,9.37, 8.44, 0.2566,1,N, 0.00720,22.1036, 0.1818,1,Y,Y,M,conf, 0.00255, 0.06089,2,10.64,1,1,All,2M,Simbad,129.70837,20.067622,8.44
768,21100,664326922664482944,211988531,129.87658880807902,20.068996218563463,10.141285,0.0003,10.486059,9.673286000000001,5.249323601757233,0.054923280807234506,0.002,0.002,KW182  ,1.3,10.13,8.81, 7.22, 0.7182,0,Y, 0.00913,       ,       , ,N,Y,N,cand, 0.01312, 0.59720,D,10.17,2,1,All,2M,Simbad,129.876756,20.069053,7.22
769,21107,661407375694800000,211988700,130.7362842338327,20.071639918295762,16.728275,0.002,18.292892000000002,15.482232000000002,5.383889539550965,0.09829497434750203,0.2,0.01,HSHJ436,0.28,17.22,12.79, 6.46, 0.0875,0,Y, 0.00610,       ,       , ,N,Y,M,    , 0.01412, 0.54591,S,16.86,0,2,All,2M,Simbad,130.736447,20.071716000000002,6.46
770,21110,663063068408290944,211988831,128.39127371711828,20.07371575519845,16.179205,0.002,17.587164,15.005441000000001,5.252438419229254,0.12491969828677894,0.2,0.01,HSHJ 43,0.33,16.79,12.55,14.59, 0.6025,0,Y, 0.00848,       ,       , ,N,M,N,    , 0.01954, 0.83462,2,16.26,0,2,All,2M,Simbad,128.391453,20.073792,14.59
771,21111,661383731898310016,211988832,130.8337441174135,20.07380797640468,18.023418,0.01,19.829334,16.696741,5.3858871432712165,0.2493428780378859,0.2,0.01,HSHJ451,0.18,18.89,13.88, 0.99, 0.0922,0,Y, 0.00823,       ,       , ,N,N,Y,cand, 0.02389, 0.48614,2,18.24,1,2,All,2M,Simbad,130.833894,20.073851,0.99
772,21118,661404317678099456,211988997,130.45593102288396,20.076655387588783,15.765182000000001,0.002,17.26587,14.550289999999999,5.056656717824767,0.09374231041967757,0.2,0.01,HSHJ393,0.48,16.51,11.97,19.65, 0.5911,0,Y, 0.00809,       ,       , ,M,M,N,    , 0.01353, 0.64535,2,15.12,1,2,All,2M,Simbad,130.45603899999998,20.076728,19.65
773,21122,664359942372888448,211989060,128.99752380052198,20.077868434554674,16.991283,0.002,18.648926,15.702662,5.896397163289546,0.19786242959915595,0.2,0.01,JS687  ,0.26,17.68,13.0, 1.76, 0.7317,0,Y, 0.00749,       ,       , ,N,N,N,    , 0.07507, 3.54513,P,17.09,0,2,All,2M,Simbad,128.997749,20.07793,1.76
774,21126,661383770554619136,211989144,130.8344050753098,20.0792715668653,17.564,0.01,19.181503,16.274506,5.0944352184789095,0.18700868452324773,0.2,0.01,HSHJ452,0.2,18.29,13.56, 7.40, 0.0763,1,Y, 0.00792,       ,       , ,N,N,M,cand, 0.01926, 0.35180,2,17.69,0,2,All,2M,Simbad,130.834559,20.079334,7.4
775,21128,663069150081902592,211989185,128.1390751273078,20.08004601066504,12.864726,0.0003,13.481086999999999,12.137257,5.533057124348294,0.04034998562565401,0.01,0.002,JS 12  ,0.79,12.81,10.63,11.65, 0.5903,0,Y, 0.00828,       ,       , ,N,Y,N,    , 0.01334, 0.60006,K,13.0,1,2,All,2M,Simbad,128.13923799999998,20.080102,11.65
776,21131,664329946321463168,211989299,129.84335641169824,20.081819707961714,16.094720000000002,0.002,17.438260999999997,14.939210999999998,5.1899468985222335,0.09290177890472703,0.2,0.01,AD 2552,0.34,16.49,12.51,12.84, 0.0961,1,Y, 0.00955,       ,       , ,N,Y,Y,    , 0.00673, 0.19755,P,15.6,0,2,All,2M,Simbad,129.843521,20.081977,12.84
777,21143,661325393360354688,211989620,130.06317338319832,20.087154236692147,16.785547,0.002,18.490063,15.466853,5.402719306599902,0.13625799363901614,0.2,0.01,JS719  ,0.3,17.68,12.69, 0.88, 0.0528,0,Y, 0.00945,       ,       , ,N,Y,M,    , 0.01518, 0.36214,S,16.95,0,2,All,2M,Simbad,130.06335900000002,20.087227,0.88
778,21148,661418405170762368,211989807,130.22472924631674,20.090054415532805,16.5768,0.002,18.02204,15.376826000000001,5.394331902290605,0.11148773563032896,0.2,0.01,HSHJ333,0.27,17.02,12.88,20.59, 0.2528,0,Y, 0.00745,       ,       , ,N,N,N,    , 0.00656, 0.20503,2,16.66,0,2,All,2M,Simbad,130.224895,20.090107,20.59
779,21156,661409609077800960,211989950,130.56920481936234,20.092313663356407,13.699285,0.002,14.4884,12.840711,5.281349680598357,0.034208408682744336,0.01,0.002,JS478  ,0.63,13.71,10.99,12.84, 0.2568,0,N, 0.00940,       ,       , ,N,Y,N,    , 0.01256, 0.40191,K,13.63,1,2,All,2M,Simbad,130.569352,20.09236,12.84
780,21159,664337123209519872,211990019,129.59097530264174,20.09321579910913,18.221435999999997,0.01,20.004398000000002,16.860870000000002,5.9439634430035255,0.35146733833947824,0.2,0.01,       ,0.18,19.11,13.89, 0.41, 0.2472,0,Y, 0.00707,       ,       , ,N,Y,M,    , 0.02935, 0.08421,S,18.4,1,1,All,2M,Simbad,129.591123,20.093246,0.41
781,21171,661416274866976384,211990578,130.3853144712766,20.101822770839433,17.64284,0.01,19.285439999999998,16.354939,5.805942691804594,0.15803714207351455,0.2,0.01,HSHJ376,0.19,18.35,13.72, 1.26, 0.5744,0,Y, 0.00760,       ,       , ,N,N,N,    , 0.04417, 1.62740,S,17.79,0,2,All,2M,Simbad,130.385504,20.101914999999998,1.26
782,21178,663765548961708032,211990768,127.11206899741642,20.10471046166868,17.291578,0.01,18.95427,16.024113,6.560964139048841,0.17398186097865778,0.2,0.01,AD 1121,0.22,17.99,13.38, 1.61, 0.0418,0,Y, 0.00628,       ,       , ,N,Y,N,    , 0.01162, 0.29794,2,17.44,0,2,All,2M,Simbad,127.11223000000001,20.104761,1.61
783,21181,661416893342268672,211990785,130.33088286650045,20.104944250423404,13.396367000000001,0.002,13.973076,12.683278,3.3116993983208216,0.10942195446424782,0.01,0.002,AD 2932,0.62,13.37,11.14,22.77, 0.4592,0,Y, 0.00859,       ,       , ,N,Y,N,    , 0.00370, 0.13909,2,13.32,1,2,All,2M,Simbad,130.33098,20.10506,22.77
784,21186,664337230586013312,211990866,129.60108630074123,20.106007385176245,10.405282000000001,0.0003,10.7128315,9.966092999999999,5.26448239605576,0.0678256670024561,0.002,0.002,KW100  ,1.19,10.39,9.18, 4.26, 0.3217,0,Y, 0.00788,       ,       , ,M,Y,N,conf, 0.01358, 0.28341,K,10.41,0,1,All,2M,Simbad,129.60125,20.106063,4.26
785,21190,661419259867455488,211990908,130.09281035855142,20.106700240310623,9.956601,0.0003,10.228442999999999,9.565752,5.416992433115071,0.0742374796173926,0.002,0.002,KW282  ,1.28,9.94,8.85, 2.56, 0.2590,0,Y, 0.00802,       ,       , ,Y,Y,Y,conf, 0.00497, 0.14016,K,10.04,1,1,All,2M,Simbad,130.092964,20.106772,2.56
786,21191,661410360695218048,211990953,130.4950099880285,20.10746319354932,12.870566,0.0003,13.47606,12.143647999999999,5.2929828771458896,0.041817496290548636,0.01,0.002,JS466  ,0.8,12.82,10.6,11.34, 0.7506,0,Y, 0.00821,       ,       , ,N,Y,N,    , 0.02296, 0.96768,D,12.8,1,2,All,2M,Simbad,130.495157,20.107509,11.34
789,21238,664365852247875840,211991662,129.09321280214618,20.1185450127495,17.400774,0.01,18.937808999999998,16.129765,5.154436057481757,0.17985951391012414,0.2,0.01,AD 2155,0.21,18.13,13.45, 2.32, 0.1984,0,Y, 0.00641,       ,       , ,N,N,Y,    , 0.02732, 1.24806,2,17.57,0,2,All,2M,Simbad,129.0934,20.118616,2.32
790,21242,664366024046570112,211991772,129.0660889109477,20.12018888061482,14.926279999999998,0.002,15.974770000000001,13.906867000000002,5.2974559519310755,0.05931017919051281,0.01,0.01,JS119  ,0.54,15.21,11.75,16.51, 0.2567,0,Y, 0.00728,       ,       , ,N,Y,N,    , 0.00793, 0.27909,2,14.72,0,2,All,2M,Simbad,129.066248,20.120254,16.51
791,21244,663070971148025728,211991806,128.24810794965748,20.120743212677183,18.007072,0.01,19.657235999999997,16.689606,5.173477444335483,0.2598792678697184,0.2,0.01,AD 1696,0.18,18.84,13.9, 0.36, 0.2572,0,Y, 0.00841,       ,       , ,N,N,Y,    , 0.02161, 0.10654,2,18.21,0,2,All,2M,Simbad,128.24828200000002,20.120808,0.36
792,21249,664366779961036288,211992034,129.19034668485799,20.123890074022494,11.475761,0.0003,11.874149000000001,10.944676,5.488404687208227,0.06307185795798884,0.002,0.002,KW537  ,1.01,11.45,9.94, 9.02, 0.5681,0,Y, 0.00840,       ,       , ,N,Y,N,    , 0.00969, 0.41392,K,11.42,0,2,All,2M,Simbad,129.190512,20.123947,9.02
793,21251,664328709370869120,211992053,129.93821764739923,20.124240067948357,16.200043,0.002,17.796621,14.929557,6.2245650895036935,0.17973935989737058,0.2,0.01,JS313  ,0.39,16.69,12.3, 5.08, 0.1261,0,N, 0.00733, 1.8242, 0.0982,0,Y,Y,Y,    , 0.02198, 0.83809,S,15.33,0,2,All,2M,Simbad,129.938386,20.124298,5.08
794,21270,663070352672827136,211992423,128.28092553154863,20.130011443687245,13.569841,0.002,14.328463000000001,12.73361,5.435530923721508,0.041143748798807785,0.01,0.002,JS 23  ,0.65,13.56,10.93,13.07, 0.5320,0,Y, 0.00906,       ,       , ,N,Y,Y,    , 0.00534, 0.18343,2,13.83,1,2,All,2M,Simbad,128.28108500000002,20.130058,13.07
795,21272,661417305659127296,211992451,130.3517530299259,20.13035813978138,15.386737,0.002,16.836538,14.186514,5.2244263908344015,0.0934409156149438,0.01,0.01,JS430  ,0.56,16.0,11.64, 1.40, 0.6433,0,Y, 0.00807, 0.7488, 0.1463,0,Y,N,N,cand, 0.04755, 1.92017,P,14.89,0,2,All,2M,Simbad,130.351922,20.130422,1.4
797,21285,664328915529295232,211992776,130.00523861324643,20.135571986249168,9.565113,0.0003,9.800978,9.213175999999999,5.212951811468086,0.05553612773794308,0.002,0.002,KW239  ,1.4,9.55,8.62, 1.18, 0.3026,0,Y, 0.00791,       ,       , ,M,Y,N,    , 0.00109, 0.02780,2,9.73,1,1,All,2M,Simbad,130.00539799999999,20.13563,1.18
798,21287,664339910645611776,211992843,129.47721072039087,20.136687966522484,15.150976000000002,0.002,16.29264,14.084485999999998,5.398825670096695,0.09984051440858296,0.01,0.01,JS206  ,0.52,15.46,11.82,19.27, 0.4520,0,Y, 0.00816,       ,       , ,N,Y,N,    , 0.02089, 0.69742,2,14.96,0,1,All,2M,Simbad,129.477373,20.136759,19.27
799,21289,664337535526407680,211992880,129.58943902358058,20.137322514760925,17.852737,0.01,19.701056,16.481625,5.466799016123925,0.26655459432484224,0.2,0.01,       ,0.2,18.81,13.54, 0.24, 0.0471,0,Y, 0.00662,       ,       , ,Y,N,N,    , 0.02402, 0.05228,2,18.07,0,1,All,2M,Simbad,129.589584,20.137376999999997,0.24
800,21313,661408818803811200,211993172,130.65400159988155,20.142116350496565,13.485535999999998,0.002,14.229026999999999,12.657036999999999,5.3534419083770945,0.03040083424097498,0.01,0.002,JS493  ,0.68,13.5,10.87,11.97, 0.8245,0,Y, 0.00770,       ,       , ,N,Y,Y,    , 0.01980, 0.87836,D,13.46,2,2,All,2M,Simbad,130.654156,20.142162,11.97
