id_starname,id_kic,id_koicand,id_kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,kic_kepmag,kic_jmag,kic_hmag,kic_kmag,cks_fp,cks_steff,cks_steff_err1,cks_steff_err2,cks_slogg,cks_slogg_err1,cks_slogg_err2,cks_smet,cks_smet_err1,cks_smet_err2,cks_svsini,cks_svsini_err1,cks_svsini_err2,iso_steff,iso_steff_err1,iso_steff_err2,iso_slogg,iso_slogg_err1,iso_slogg_err2,iso_smet,iso_smet_err1,iso_smet_err2,iso_srad,iso_srad_err1,iso_srad_err2,iso_smass,iso_smass_err1,iso_smass_err2,iso_sage,iso_sage_err1,iso_sage_err2,iso_slogage,iso_slogage_err1,iso_slogage_err2,iso_sparallax,iso_sparallax_err1,iso_sparallax_err2,iso_prad,iso_prad_err1,iso_prad_err2,iso_sma,iso_sma_err1,iso_sma_err2,iso_insol,iso_insol_err1,iso_insol_err2,iso_teq,iso_teq_err1,iso_teq_err2
1223,K02072,12058147,K02072.01,Kepler-1082 b,CONFIRMED,1.543206604,4.536e-06,-4.536e-06,2454964.556,0.00241,-0.00241,0.021,0.45,-0.021,2.6094,0.0676,-0.0676,,,,90.3,3.2,-3.2,0.00878,0.000291,-0.000178,0.77019,0.06789,-0.264,0.8,0.35,-0.06,0.0255,,,1535.0,,,1312.2,1691.13,-293.67,4.594,0.405,-0.405,30.368933,32.5,1,,6081.0,153.0,-164.0,4.563,0.027,-0.319,-0.5,0.28,-0.28,0.835,0.367,-0.058,0.929,0.099,-0.11,,,,stellar_q1_q16,13.38,12.331,11.988,11.97,False,5846.8,60.0,-60.0,4.146,0.1,-0.1,-0.127,0.04,-0.04,1.6,1.0,-1.0,5847.0,68.0,-65.0,4.2,0.11,-0.12,-0.119,0.046,-0.044,1.32,0.251390055491,-0.181925699119,1.017,0.0806084089906,-0.0558365077705,6.85488226453,1.30180792614,-1.36417150062,9.836,0.0755139671453,-0.0963714331703,1.42,0.22,-0.22,1.26377966247,0.213523151452,-0.213523151452,0.0262985441922,0.000588363515902,-0.000588363515902,2636.4145754,905.319396343,-905.319396343,1826.06802519,156.31531073,-156.31531073
1224,K02073,8164257,K02073.01,Kepler-357 d,CONFIRMED,49.5004952,0.0003119,-0.0003119,2454972.042,0.00494,-0.00494,0.8693,0.0054,-0.6236,6.32,0.129,-0.129,,,,1217.3,40.7,-40.7,0.037714,0.000106,-0.006261,0.30145,1.53548,-0.04381,3.38,0.99,-0.32,0.2429,,,408.0,,,6.56,6.01,-1.75,33.9,15.7,-15.7,22.272387,27.9,3,,5033.0,178.0,-137.0,4.501,0.074,-0.559,0.06,0.26,-0.26,0.821,0.239,-0.078,0.779,0.113,-0.059,,,,stellar_q1_q16,15.565,13.991,13.514,13.408,False,4934.8,60.0,-60.0,4.592,0.1,-0.1,0.062,0.04,-0.04,1.8,1.0,-1.0,4935.0,66.0,-64.0,4.569,0.032,-0.037,0.059,0.042,-0.041,0.771,0.0302287346741,-0.0260533375981,0.801,0.0313949104155,-0.0288555090061,7.41310241301,5.22896618332,-5.12279420075,9.87,0.231818142496,-0.510106069679,1.376,0.052,-0.056,3.17313446971,0.365598629125,-0.365598629125,0.245146705978,0.00410535599933,-0.00410535599933,5.26654016068,0.900652236922,-0.900652236922,386.051172788,16.4605797787,-16.4605797787
1225,K02073,8164257,K02073.02,Kepler-357 b,CONFIRMED,6.47538919,2.169e-05,-2.169e-05,2454970.584,0.00278,-0.00278,0.0866,0.3796,-0.0866,2.6617,0.0835,-0.0835,,,,567.1,23.8,-23.8,0.021167,0.00101,-0.000574,3.05523,0.22273,-1.21921,1.9,0.55,-0.18,0.0626,,,804.0,,,98.78,90.43,-26.34,18.92,1.4,-1.4,24.192627,30.0,3,,5033.0,178.0,-137.0,4.501,0.074,-0.559,0.06,0.26,-0.26,0.821,0.239,-0.078,0.779,0.113,-0.059,,,,stellar_q1_q16,15.565,13.991,13.514,13.408,False,4934.8,60.0,-60.0,4.592,0.1,-0.1,0.062,0.04,-0.04,1.8,1.0,-1.0,4935.0,66.0,-64.0,4.569,0.032,-0.037,0.059,0.042,-0.041,0.771,0.0302287346741,-0.0260533375981,0.801,0.0313949104155,-0.0288555090061,7.41310241301,5.22896618332,-5.12279420075,9.87,0.231818142496,-0.510106069679,1.376,0.052,-0.056,1.77962473314,0.159203463176,-0.159203463176,0.0631632426255,0.00105464272279,-0.00105464272279,79.0238290496,13.7986571539,-13.7986571539,759.806567951,32.9637354316,-32.9637354316
1226,K02073,8164257,K02073.03,Kepler-357 c,CONFIRMED,16.85827722,5.968e-05,-5.968e-05,2454975.343,0.0027,-0.0027,0.676,0.0189,-0.5111,2.1201,0.082,-0.082,,,,826.1,40.7,-40.7,0.027868,0.004728,-0.002116,6.92909,10.02277,-0.70106,2.5,0.73,-0.24,0.1185,,,584.0,,,27.57,25.23,-7.35,47.0,22.7,-22.7,18.568872,15.9,3,,5033.0,178.0,-137.0,4.501,0.074,-0.559,0.06,0.26,-0.26,0.821,0.239,-0.078,0.779,0.113,-0.059,,,,stellar_q1_q16,15.565,13.991,13.514,13.408,False,4934.8,60.0,-60.0,4.592,0.1,-0.1,0.062,0.04,-0.04,1.8,1.0,-1.0,4935.0,66.0,-64.0,4.569,0.032,-0.037,0.059,0.042,-0.041,0.771,0.0302287346741,-0.0260533375981,0.801,0.0313949104155,-0.0288555090061,7.41310241301,5.22896618332,-5.12279420075,9.87,0.231818142496,-0.510106069679,1.376,0.052,-0.056,2.33394868017,0.344914328609,-0.344914328609,0.119517637237,0.0019885197056,-0.0019885197056,22.0918660604,3.77579231582,-3.77579231582,552.486443654,23.4993963618,-23.4993963618
1227,K02076,9517393,K02076.01,,CANDIDATE,56.777229,0.0003426,-0.0003426,2455014.097,0.00464,-0.00464,0.3053,0.1645,-0.3052,6.538,0.148,-0.148,,,,914.1,33.8,-33.8,0.02826,0.00064,-0.000937,1.62243,0.2742,-0.52996,3.12,0.86,-0.28,0.3002,,,491.0,,,13.74,10.81,-3.67,65.1,11.0,-11.0,26.664299,33.5,2,,6063.0,145.0,-180.0,4.476,0.042,-0.213,0.07,0.14,-0.33,1.012,0.278,-0.092,1.117,0.15,-0.148,,,,stellar_q1_q16,15.273,14.2,13.914,13.891,False,5856.5,60.0,-60.0,4.296,0.1,-0.1,0.216,0.04,-0.04,1.9,1.0,-1.0,5853.0,62.0,-63.0,4.284,0.091,-0.1,0.203,0.041,-0.04,1.25,0.181727818454,-0.132382022949,1.093,0.0619827363062,-0.0447086076723,5.3703179637,1.49061268915,-1.40333701475,9.73,0.106383029699,-0.131539885179,0.616,0.076,-0.078,3.8465539034,0.497684357833,-0.497684357833,0.298034534462,0.00497366016043,-0.00497366016043,18.5289824414,4.83639404705,-4.83639404705,528.720827486,34.4358917498,-34.4358917498
1228,K02076,9517393,K02076.02,Kepler-1085 b,CONFIRMED,219.3217528,0.0008946,-0.0008946,2455153.729,0.00233,-0.00233,0.4078,0.0569,-0.3623,12.358,0.142,-0.142,,,,3815.7,46.0,-46.0,0.058145,0.000326,-0.001233,0.91235,0.28754,-0.10096,6.43,1.76,-0.59,0.7391,,,313.0,,,2.27,1.78,-0.61,132.4,41.7,-41.7,63.135307,82.3,2,,6063.0,145.0,-180.0,4.476,0.042,-0.213,0.07,0.14,-0.33,1.012,0.278,-0.092,1.117,0.15,-0.148,,,,stellar_q1_q16,15.273,14.2,13.914,13.891,False,5856.5,60.0,-60.0,4.296,0.1,-0.1,0.216,0.04,-0.04,1.9,1.0,-1.0,5853.0,62.0,-63.0,4.284,0.091,-0.1,0.203,0.041,-0.04,1.25,0.181727818454,-0.132382022949,1.093,0.0619827363062,-0.0447086076723,5.3703179637,1.49061268915,-1.40333701475,9.73,0.106383029699,-0.131539885179,0.616,0.076,-0.078,7.93736929747,1.00297579239,-1.00297579239,0.733477927827,0.0121780985265,-0.0121780985265,3.06252135894,0.791356395972,-0.791356395972,337.1190603,21.7684180659,-21.7684180659
1229,K02079,9473078,K02079.01,Kepler-1087 b,CONFIRMED,0.693842855,1.595e-06,-1.595e-06,2454965.18,0.00211,-0.00211,0.0381,0.4262,-0.0381,1.5236,0.0619,-0.0619,,,,51.2,2.1,-2.1,0.00646,0.000221,-0.000231,1.75455,0.01051,-0.79241,0.82,0.29,-0.15,0.0154,,,2135.0,,,4912.96,5321.99,-1929.35,3.5477,0.0213,-0.0213,25.479939,30.4,1,,5582.0,161.0,-153.0,4.311,0.151,-0.227,0.3,0.14,-0.26,1.158,0.421,-0.204,1.001,0.139,-0.089,,,,stellar_q1_q16,12.953,11.66,11.312,11.213,False,5476.3,60.0,-60.0,4.391,0.1,-0.1,0.402,0.04,-0.04,1.6,1.0,-1.0,5477.0,68.0,-66.0,4.379,0.078,-0.089,0.378,0.042,-0.043,1.066,0.122863918218,-0.0886032866208,0.997,0.0351938005904,-0.0343744614503,7.58577575029,2.53059650384,-3.3087484876,9.88,0.125024801785,-0.248857981448,2.58,0.23,-0.27,0.75165663907,0.0796953550837,-0.0796953550837,0.015328856654,0.000257557086785,-0.000257557086785,3899.32184339,811.690952749,-811.690952749,2013.77431265,105.06161692,-105.06161692
1230,K02081,2853780,K02081.02,,FALSE POSITIVE,589.17968,0.04256,-0.04256,2455018.018,0.0518,-0.0518,0.0431,0.4354,-0.043,10.2,2.3,-2.3,,,,253.4,37.9,-37.9,0.014263,0.000789,-0.002082,4.87721,9.16413,-3.33797,4.91,2.18,-2.48,1.5755,,,330.0,,,2.82,3.96,-2.24,447.0,210.0,-210.0,,7.7,2,,5295.0,191.0,-211.0,3.617,0.477,-0.278,0.02,0.26,-0.36,3.152,1.403,-1.594,1.501,0.349,-0.546,,,,stellar_q1_q16,13.439,11.892,11.419,11.341,True,5077.6,60.0,-60.0,3.571,0.1,-0.1,0.182,0.04,-0.04,2.8,1.0,-1.0,5104.0,81.0,-66.0,3.511,0.089,-0.098,0.165,0.045,-0.046,3.49,0.54607783328,-0.494268145848,1.4422,0.0296812455264,-0.0384996926741,3.42767786546,0.369070662173,-0.36198197866,9.535,0.0444118332004,-0.0484709288147,0.776,0.081,-0.084,5.41262570029,0.983865370822,-0.983865370822,1.55472578769,0.0257611927756,-0.0257611927756,3.01450245007,0.918283858155,-0.918283858155,335.789750966,25.5266909257,-25.5266909257
1231,K02081,2853780,K02081.01,,CANDIDATE,6.21416622,3.355e-05,-3.355e-05,2454965.249,0.00445,-0.00445,0.0233,0.4245,-0.0233,10.109,0.119,-0.119,,,,182.9,4.3,-4.3,0.012116,0.000409,-0.000204,0.05377,0.00027,-0.02027,4.17,1.86,-2.11,0.0758,,,1506.0,,,1216.48,1710.83,-963.88,4.7879,0.024,-0.024,33.01723,51.9,2,,5295.0,191.0,-211.0,3.617,0.477,-0.278,0.02,0.26,-0.36,3.152,1.403,-1.594,1.501,0.349,-0.546,,,,stellar_q1_q16,13.439,11.892,11.419,11.341,False,5077.6,60.0,-60.0,3.571,0.1,-0.1,0.182,0.04,-0.04,2.8,1.0,-1.0,5104.0,81.0,-66.0,3.511,0.089,-0.098,0.165,0.045,-0.046,3.49,0.54607783328,-0.494268145848,1.4422,0.0296812455264,-0.0384996926741,3.42767786546,0.369070662173,-0.36198197866,9.535,0.0444118332004,-0.0484709288147,0.776,0.081,-0.084,4.61070533689,0.687693207224,-0.687693207224,0.0747635344197,0.00124081106841,-0.00124081106841,1293.09849804,394.152083592,-394.152083592,1528.16914899,115.640812991,-115.640812991
1232,K02082,9472000,K02082.01,,NOT DISPOSITIONED,31.5888952,0.0001144,-0.0001144,2454988.616,0.00301,-0.00301,0.3318,0.1356,-0.3318,3.4026,0.0984,-0.0984,,,,378.2,16.3,-16.3,0.017976,0.000555,-0.000603,6.029,1.70114,-1.64428,2.02,0.73,-0.18,0.2039,,,606.0,,,31.79,32.43,-8.8,68.3,19.3,-19.3,23.909796,26.9,1,,6108.0,136.0,-199.0,4.466,0.043,-0.26,0.07,0.15,-0.33,1.03,0.371,-0.094,1.132,0.194,-0.159,,,,stellar_q1_q16,14.143,13.055,12.783,12.686,False,6004.6,60.0,-60.0,4.227,0.1,-0.1,0.323,0.04,-0.04,3.9,1.0,-1.0,6001.0,66.0,-66.0,4.243,0.094,-0.115,0.302,0.042,-0.042,1.38,0.25151890585,-0.162363049984,1.223,0.0807916555097,-0.0538729208416,3.44349930763,0.653953564679,-0.998637566528,9.537,0.0755139671446,-0.148745695548,0.95,0.13,-0.14,2.70999653333,0.414771137992,-0.414771137992,0.209236429341,0.00383527328821,-0.00383527328821,50.7447068535,15.5597763755,-15.5597763755,680.160196509,52.2147067692,-52.2147067692
1233,K02083,7097965,K02083.01,,NOT DISPOSITIONED,7.72084349,1.695e-05,-1.695e-05,2454969.564,0.00176,-0.00176,0.5024,0.0793,-0.4156,1.5151,0.0574,-0.0574,,,,265.0,10.1,-10.1,0.015396,0.000278,-0.000609,12.8703,8.47164,-1.11307,1.96,0.81,-0.32,0.0758,,,1077.0,,,317.66,381.53,-122.69,34.4,11.3,-11.3,26.708782,32.1,1,,6218.0,160.0,-188.0,4.291,0.152,-0.245,-0.36,0.28,-0.3,1.168,0.479,-0.195,0.972,0.167,-0.108,,,,stellar_q1_q16,13.516,12.38,12.054,12.006,False,6032.7,60.0,-60.0,4.372,0.1,-0.1,-0.032,0.04,-0.04,5.6,1.0,-1.0,6030.0,66.0,-65.0,4.364,0.069,-0.084,-0.029,0.042,-0.043,1.127,0.125048197108,-0.0869715562699,1.078,0.0377602118638,-0.0385854065678,3.98107170553,1.44516244246,-1.93321083801,9.6,0.134498530116,-0.288699552833,1.6,0.13,-0.16,1.8937032293,0.186992965992,-0.186992965992,0.0784097771725,0.0013087871952,-0.0013087871952,245.319198575,48.19200292,-48.19200292,1008.54762344,49.4462858708,-49.4462858708
1234,K02086,6768394,K02086.01,Kepler-60 b,CONFIRMED,7.13294363,3.892e-05,-3.892e-05,2454968.993,0.005,-0.005,0.8212,0.013,-0.5724,4.445,0.139,-0.139,,,,148.4,6.1,-6.1,0.012459,0.001739,-0.001244,0.14551,0.51842,-0.02142,1.97,1.09,-0.5,0.075,,,1202.0,,,492.93,823.79,-253.15,7.31,3.3,-3.3,23.427149,27.4,4,,6200.0,160.0,-199.0,4.16,0.218,-0.28,-0.1,0.24,-0.3,1.448,0.801,-0.37,1.105,0.304,-0.15,,,,stellar_q1_q16,13.959,12.804,12.569,12.516,False,5833.7,60.0,-60.0,4.109,0.1,-0.1,-0.043,0.04,-0.04,3.0,1.0,-1.0,5820.0,68.0,-66.0,4.14,0.12,-0.12,-0.02,0.033,-0.051,1.44,0.241721823591,-0.202062960485,1.049,0.0523847344176,-0.0451681347855,7.17794291271,1.31471823023,-1.22914254685,9.856,0.0730437960869,-0.0815706051984,1.01,0.16,-0.14,1.94322337523,0.382967258617,-0.382967258617,0.0737265690732,0.00123774758388,-0.00123774758388,395.746049079,126.96502544,-126.96502544,1136.62622636,91.2656522988,-91.2656522988
1235,K02086,6768394,K02086.02,Kepler-60 c,CONFIRMED,8.91902447,4.429e-05,-4.429e-05,2454973.077,0.00365,-0.00365,0.6317,0.2932,-0.4176,4.146,0.109,-0.109,,,,193.3,6.9,-6.9,0.013366,0.002121,-0.000558,0.52805,0.45722,-0.46466,2.11,1.17,-0.54,0.0871,,,1115.0,,,365.49,610.8,-187.7,13.05,5.6,-5.6,25.304829,31.7,4,,6200.0,160.0,-199.0,4.16,0.218,-0.28,-0.1,0.24,-0.3,1.448,0.801,-0.37,1.105,0.304,-0.15,,,,stellar_q1_q16,13.959,12.804,12.569,12.516,False,5833.7,60.0,-60.0,4.109,0.1,-0.1,-0.043,0.04,-0.04,3.0,1.0,-1.0,5820.0,68.0,-66.0,4.14,0.12,-0.12,-0.02,0.033,-0.051,1.44,0.241721823591,-0.202062960485,1.049,0.0523847344176,-0.0451681347855,7.17794291271,1.31471823023,-1.22914254685,9.856,0.0730437960869,-0.0815706051984,1.01,0.16,-0.14,2.0870133239,0.390706194437,-0.390706194437,0.085572759149,0.00141884535248,-0.00141884535248,295.307389422,93.5980325485,-93.5980325485,1056.40902959,83.7564254288,-83.7564254288
1236,K02086,6768394,K02086.03,Kepler-60 d,CONFIRMED,11.8984932,0.0001412,-0.0001412,2454966.347,0.01,-0.01,0.6142,0.0111,-0.5131,2.861,0.336,-0.336,,,,135.3,13.6,-13.6,0.01115,0.000757,-0.000566,2.22287,5.95346,-0.39235,1.76,0.98,-0.45,0.1055,,,1013.0,,,249.12,416.32,-127.94,25.5,11.4,-11.4,12.507164,15.8,4,,6200.0,160.0,-199.0,4.16,0.218,-0.28,-0.1,0.24,-0.3,1.448,0.801,-0.37,1.105,0.304,-0.15,,,,stellar_q1_q16,13.959,12.804,12.569,12.516,False,5833.7,60.0,-60.0,4.109,0.1,-0.1,-0.043,0.04,-0.04,3.0,1.0,-1.0,5820.0,68.0,-66.0,4.14,0.12,-0.12,-0.02,0.033,-0.051,1.44,0.241721823591,-0.202062960485,1.049,0.0523847344176,-0.0451681347855,7.17794291271,1.31471823023,-1.22914254685,9.856,0.0730437960869,-0.0815706051984,1.01,0.16,-0.14,1.75216730929,0.289596168232,-0.289596168232,0.103692496396,0.00173522727858,-0.00173522727858,201.296281231,63.0434035234,-63.0434035234,959.892202948,75.7920517412,-75.7920517412
1237,K02086,6768394,K02086.04,,FALSE POSITIVE,335.56311,0.03882,-0.03882,2455173.669,0.0644,-0.0644,0.12,0.33,-0.12,13.06,2.3,-2.3,,,,158.0,26.7,-26.7,0.011552,0.001181,-0.000931,1.28894,1.45068,-1.27078,1.83,1.01,-0.47,0.9777,,,333.0,,,2.9,4.85,-1.49,197.2,74.0,-74.0,,7.2,4,,6200.0,160.0,-199.0,4.16,0.218,-0.28,-0.1,0.24,-0.3,1.448,0.801,-0.37,1.105,0.304,-0.15,,,,stellar_q1_q16,13.959,12.804,12.569,12.516,True,5833.7,60.0,-60.0,4.109,0.1,-0.1,-0.043,0.04,-0.04,3.0,1.0,-1.0,5820.0,68.0,-66.0,4.14,0.12,-0.12,-0.02,0.033,-0.051,1.44,0.241721823591,-0.202062960485,1.049,0.0523847344176,-0.0451681347855,7.17794291271,1.31471823023,-1.22914254685,9.856,0.0730437960869,-0.0815706051984,1.01,0.16,-0.14,1.81004693553,0.331542503158,-0.331542503158,0.960770593963,0.0160078053645,-0.0160078053645,2.34553061884,0.746057033037,-0.746057033037,315.372486899,25.0815385934,-25.0815385934
1238,K02087,6922710,K02087.01,Kepler-1088 b,CONFIRMED,23.12748644,8.919e-05,-8.919e-05,2454978.66,0.00306,-0.00306,0.3931,0.0719,-0.393,4.923,0.1,-0.1,,,,162.3,5.1,-5.1,0.011803,0.000189,-0.000432,1.32557,0.45928,-0.21094,1.36,0.24,-0.12,0.1593,,,672.0,,,48.26,23.82,-11.2,33.5,11.6,-11.6,25.54557,35.9,1,,5930.0,108.0,-125.0,4.397,0.069,-0.142,-0.04,0.12,-0.16,1.052,0.188,-0.09,1.007,0.063,-0.069,,,,stellar_q1_q16,11.863,10.779,10.478,10.476,False,5942.9,60.0,-60.0,4.448,0.1,-0.1,0.011,0.04,-0.04,3.6,1.0,-1.0,5940.0,62.0,-65.0,4.406,0.061,-0.08,0.01,0.041,-0.041,1.066,0.107142626438,-0.0722187122566,1.06,0.034328413887,-0.0359226947764,3.6307805477,1.89964837906,-2.11338578462,9.56,0.182758815446,-0.378901419132,3.44,0.25,-0.31,1.37396642931,0.121955982491,-0.121955982491,0.1620361798,0.00271481251027,-0.00271481251027,48.4729555509,8.66728406821,-8.66728406821,672.4165612,29.9152231791,-29.9152231791
1239,K02092,6696580,K02092.01,Kepler-359 c,CONFIRMED,57.6899118,0.0003841,-0.0003841,2454972.923,0.00547,-0.00547,0.9071,0.0301,-0.6357,5.005,0.218,-0.218,,,,1752.8,66.1,-66.1,0.045656,0.000171,-0.007179,0.54663,5.17628,-0.29576,5.15,2.21,-0.47,0.3015,,,507.0,,,15.62,20.21,-4.5,45.8,22.8,-22.8,28.917213,29.5,3,,6210.0,181.0,-227.0,4.45,0.046,-0.284,-0.1,0.22,-0.3,1.033,0.444,-0.094,1.093,0.219,-0.128,,,,stellar_q1_q16,15.886,14.736,14.43,14.487,False,5584.9,60.0,-60.0,4.504,0.1,-0.1,-0.293,0.04,-0.04,1.0,1.0,-1.0,5582.0,65.0,-65.0,4.489,0.061,-0.076,-0.281,0.042,-0.043,0.866,0.0740539154941,-0.0548085978657,0.844,0.0335549459842,-0.0335549459842,7.76247116629,3.7992110263,-4.03593004989,9.89,0.173021027321,-0.318694082665,0.695,0.048,-0.054,4.29730329041,0.489635007329,-0.489635007329,0.276240466176,0.00462920557934,-0.00462920557934,8.55594086453,1.44953879319,-1.44953879319,435.843395834,18.3840671263,-18.3840671263
1240,K02092,6696580,K02092.03,Kepler-359 d,CONFIRMED,77.085964,0.001371,-0.001371,2455035.751,0.016,-0.016,1.2356,0.3593,-0.2856,4.557,0.494,-0.494,,,,995.0,101.0,-101.0,0.268926,0.355489,-0.234138,0.16559,0.1492,-0.0597,30.34,13.03,-2.76,0.3658,,,460.0,,,10.61,13.73,-3.05,37.3,16.8,-16.8,11.665297,12.8,3,,6210.0,181.0,-227.0,4.45,0.046,-0.284,-0.1,0.22,-0.3,1.033,0.444,-0.094,1.093,0.219,-0.128,,,,stellar_q1_q16,15.886,14.736,14.43,14.487,False,5584.9,60.0,-60.0,4.504,0.1,-0.1,-0.293,0.04,-0.04,1.0,1.0,-1.0,5582.0,65.0,-65.0,4.489,0.061,-0.076,-0.281,0.042,-0.043,0.866,0.0740539154941,-0.0548085978657,0.844,0.0335549459842,-0.0335549459842,7.76247116629,3.7992110263,-4.03593004989,9.89,0.173021027321,-0.318694082665,0.695,0.048,-0.054,25.1113623533,28.0664549484,-28.0664549484,0.33529210426,0.00560703638544,-0.00560703638544,5.8087164477,0.984586591106,-0.984586591106,395.62485687,16.7201432694,-16.7201432694
1241,K02092,6696580,K02092.02,Kepler-359 b,CONFIRMED,25.5638576,0.0001237,-0.0001237,2455208.278,0.00334,-0.00334,0.6817,0.075,-0.472,4.478,0.124,-0.124,,,,1217.8,43.5,-43.5,0.033937,0.005447,-0.001903,1.12875,1.35332,-0.43099,3.83,1.64,-0.35,0.1753,,,665.0,,,46.22,59.77,-13.32,33.9,13.6,-13.6,28.307552,29.1,3,,6210.0,181.0,-227.0,4.45,0.046,-0.284,-0.1,0.22,-0.3,1.033,0.444,-0.094,1.093,0.219,-0.128,,,,stellar_q1_q16,15.886,14.736,14.43,14.487,False,5584.9,60.0,-60.0,4.504,0.1,-0.1,-0.293,0.04,-0.04,1.0,1.0,-1.0,5582.0,65.0,-65.0,4.489,0.061,-0.076,-0.281,0.042,-0.043,0.866,0.0740539154941,-0.0548085978657,0.844,0.0335549459842,-0.0335549459842,7.76247116629,3.7992110263,-4.03593004989,9.89,0.173021027321,-0.318694082665,0.695,0.048,-0.054,3.19785003531,0.428962851124,-0.428962851124,0.160539595368,0.00269784463402,-0.00269784463402,25.3852639048,4.26080505087,-4.26080505087,572.017014278,23.9277469046,-23.9277469046
1242,K02093,6525946,K02093.01,,NOT DISPOSITIONED,6.78341538,2.644e-05,-2.644e-05,2454969.105,0.00317,-0.00317,0.929,0.0056,-0.6409,3.8529,0.0693,-0.0693,,,,530.2,16.1,-16.1,0.025515,0.000997,-0.003824,0.08536,1.20531,0.0,3.12,1.56,-0.35,0.0732,,,1118.0,,,369.7,563.37,-121.09,5.92,2.9,-2.9,30.609531,34.9,3,,6487.0,187.0,-257.0,4.397,0.063,-0.306,-0.22,0.22,-0.32,1.118,0.56,-0.124,1.136,0.24,-0.152,,,,stellar_q1_q16,15.357,14.305,13.936,13.997,False,5957.7,60.0,-60.0,4.364,0.1,-0.1,0.02,0.04,-0.04,3.4,1.0,-1.0,5953.0,66.0,-65.0,4.352,0.075,-0.083,0.021,0.041,-0.04,1.139,0.126075090323,-0.0967208788215,1.068,0.0368272942259,-0.036017351374,4.67735141287,1.4270736679,-1.97918597365,9.67,0.115644768034,-0.238931424888,0.636,0.059,-0.063,3.15441352501,0.43613115871,-0.43613115871,0.0717423711148,0.00119110453029,-0.00119110453029,283.973302633,58.6182432415,-58.6182432415,1046.12336958,53.8534533576,-53.8534533576
1243,K02093,6525946,K02093.02,,NOT DISPOSITIONED,2.5081152,1.371e-05,-1.371e-05,2454966.985,0.0049,-0.0049,0.1902,0.2534,-0.1901,2.449,0.107,-0.107,,,,203.5,12.3,-12.3,0.013227,0.00059,-0.000485,1.43285,0.17691,-0.59606,1.61,0.81,-0.17,0.0377,,,1558.0,,,1393.75,2123.91,-456.51,7.811,0.964,-0.964,16.95344,17.9,3,,6487.0,187.0,-257.0,4.397,0.063,-0.306,-0.22,0.22,-0.32,1.118,0.56,-0.124,1.136,0.24,-0.152,,,,stellar_q1_q16,15.357,14.305,13.936,13.997,False,5957.7,60.0,-60.0,4.364,0.1,-0.1,0.02,0.04,-0.04,3.4,1.0,-1.0,5953.0,66.0,-65.0,4.352,0.075,-0.083,0.021,0.041,-0.04,1.139,0.126075090323,-0.0967208788215,1.068,0.0368272942259,-0.036017351374,4.67735141287,1.4270736679,-1.97918597365,9.67,0.115644768034,-0.238931424888,0.636,0.059,-0.063,1.6412533097,0.17502869267,-0.17502869267,0.0369436727089,0.000614586851908,-0.000614586851908,1069.78635221,220.154818844,-220.154818844,1457.43028363,74.4863975452,-74.4863975452
1244,K02093,6525946,K02093.03,,NOT DISPOSITIONED,0.992140132,4.481e-06,-4.481e-06,2454965.284,0.00411,-0.00411,0.1071,0.3348,-0.1071,1.504,0.109,-0.109,,,,135.6,10.9,-10.9,0.010796,0.000743,-0.000284,2.55056,0.47505,-1.14695,1.32,0.66,-0.15,0.0203,,,2124.0,,,4807.01,7325.33,-1574.49,5.101,0.95,-0.95,11.133929,14.7,3,,6487.0,187.0,-257.0,4.397,0.063,-0.306,-0.22,0.22,-0.32,1.118,0.56,-0.124,1.136,0.24,-0.152,,,,stellar_q1_q16,15.357,14.305,13.936,13.997,False,5957.7,60.0,-60.0,4.364,0.1,-0.1,0.02,0.04,-0.04,3.4,1.0,-1.0,5953.0,66.0,-65.0,4.352,0.075,-0.083,0.021,0.041,-0.04,1.139,0.126075090323,-0.0967208788215,1.068,0.0368272942259,-0.036017351374,4.67735141287,1.4270736679,-1.97918597365,9.67,0.115644768034,-0.238931424888,0.636,0.059,-0.063,1.34432567986,0.146009130517,-0.146009130517,0.019911882882,0.000331221815023,-0.000331221815023,3713.20859557,750.126809182,-750.126809182,1989.30265783,100.345107637,-100.345107637
