kepid,Teff,logg,Mass,Prot,Prot_err,Rper,LPH,w,DC,Flag
3648289,4099,4.79,0.5822,23.831,0.286,7139.27,1.041,0.6258,0,---
3648376,3405,4.91,0.3213,40.373,0.717,5163.67,0.745,0.4625,1,---
3648712,4175,4.37,0.6126,26.158,0.102,17250.81,1.307,0.6423,0,---
3650746,4394,4.57,0.7009,23.539,0.09,6323.81,0.9,0.561,0,---
3656048,4359,4.54,0.6868,24.324,0.536,7891.24,1.057,0.6122,0,---
3656267,4313,4.26,0.6682,10.802,0.469,14162.54,1.279,0.6733,0,---
3656293,4260,4.58,0.6468,29.555,0.658,6249.55,0.797,0.5161,0,---
3658166,4366,4.8,0.6896,45.337,0.259,5286.75,0.477,0.2558,0,SM2
3658853,3969,4.39,0.5306,10.925,0.012,21526.58,1.355,0.7018,0,---
3659328,4071,4.44,0.571,17.456,0.052,15154.36,1.023,0.5851,0,---
3659481,4194,4.64,0.6202,27.077,0.801,6073.71,0.876,0.5616,0,---
3659811,3549,4.9,0.3718,17.267,0.044,9384.24,0.976,0.5472,1,---
3660458,3426,4.9,0.3285,47.076,1.337,4366.1,0.526,0.3143,1,---
3662790,4311,4.66,0.6674,17.531,0.028,12422.17,1.139,0.653,0,---
3727538,3830,4.74,0.4765,37.868,2.286,5067.29,0.412,0.2889,1,---
3727878,3668,4.79,0.4152,23.058,0.03,8711.46,0.84,0.5034,1,---
3729847,3955,4.72,0.5251,28.01,0.068,12739.99,1.149,0.6142,1,---
3730371,3451,5.01,0.3372,41.747,0.459,7026.37,0.703,0.4327,1,---
3730841,3934,4.72,0.5169,11.447,0.023,14359.06,1.439,0.7482,1,---
3731429,3879,4.55,0.4954,23.035,0.086,2340.58,0.523,0.3127,0,---
3731432,3780,4.77,0.4573,21.284,0.267,3938.97,0.654,0.3914,1,---
3731563,4098,4.52,0.5818,3.564,0.003,41650.41,1.711,0.7978,0,---
3733547,4266,4.61,0.6492,23.615,0.361,5559.53,0.989,0.6168,0,---
3733753,3701,4.83,0.4275,16.18,0.198,7161.95,1.04,0.5744,1,---
3734260,4273,4.76,0.6521,43.778,0.749,6169.08,0.647,0.3549,0,---
3734393,4359,4.55,0.6868,8.937,0.08,17554.34,1.366,0.7033,0,---
3736208,4091,4.62,0.579,34.659,0.133,10543.08,0.998,0.5368,0,---
3744112,4118,4.66,0.5898,14.811,0.071,7937.52,1.154,0.6379,0,---
3745222,4235,4.53,0.6367,15.091,0.13,7876.72,1.318,0.726,0,---
3745742,3657,4.88,0.4111,17.958,0.078,5897.61,1.076,0.5981,1,---
3748172,3989,4.69,0.5385,1.054,0.003,60484.77,1.679,0.8113,1,---
3748458,4360,4.52,0.6872,33.318,0.519,5721.39,0.603,0.4173,0,---
3748728,4221,4.73,0.6311,28.161,0.077,10499.42,0.88,0.5501,0,---
3748918,3746,4.78,0.4444,26.683,0.142,7490.28,0.686,0.4331,1,---
3749207,4120,4.58,0.5906,7.082,0.01,53287.45,1.603,0.786,0,---
3750594,4149,4.75,0.6022,24.465,0.201,9250.04,0.961,0.6063,0,---
3751557,4065,4.52,0.5686,33.194,0.177,4612.68,0.75,0.4719,0,---
3756034,3747,4.7,0.4448,40.327,0.777,4419.39,0.973,0.5179,0,---
3756669,4113,4.47,0.5878,19.02,0.053,9567.14,1.226,0.6892,0,---
3757251,3635,4.83,0.403,15.768,0.137,8584.62,1.409,0.7404,1,---
3757729,4263,4.65,0.648,37.328,0.172,7870.91,1.025,0.5267,0,---
3757788,3690,4.82,0.4234,26.048,1.189,6337.4,0.783,0.4871,1,---
3758197,3818,4.75,0.4719,22.331,0.19,3782.03,0.782,0.4707,1,---
3758610,4058,4.69,0.5658,14.249,0.032,10024.96,1.506,0.7344,0,---
3760677,3655,4.81,0.4104,35.736,0.178,15274.14,1.141,0.5932,1,---
3762903,3487,4.9,0.3497,44.591,0.739,9367.76,0.94,0.5079,1,---
3765134,3552,4.88,0.3728,41.276,0.569,8055.27,0.972,0.5287,1,---
3831534,3388,4.92,0.3155,37.226,0.906,7189.15,0.678,0.4589,1,---
3831911,3856,4.73,0.4865,1.838,0.006,51500.11,1.323,0.6429,1,---
3832499,4318,4.66,0.6702,13.01,0.023,13371.35,1.298,0.7017,0,---
3832957,3957,4.72,0.5259,17.921,0.019,7557.42,1.097,0.6207,1,---
3834169,4198,4.62,0.6218,19.71,0.071,9805.86,1.25,0.6795,0,---
3835071,3941,4.72,0.5196,37.427,0.717,4854.38,0.695,0.4205,1,---
3836862,4312,4.49,0.6678,8.479,0.029,42174.4,1.664,0.7591,0,---
3837496,4195,4.62,0.6206,29.939,0.318,5258.32,0.929,0.5455,0,---
3837507,3683,4.79,0.4208,29.141,0.201,5097.42,0.907,0.5815,1,---
3838294,3512,4.9,0.3586,34.452,0.675,3046.57,0.935,0.56,1,---
3839850,3915,4.71,0.5094,43.062,6.467,3819.97,0.439,0.2543,1,---
3847487,4211,4.7,0.6271,30.314,0.174,8935.3,0.954,0.5477,0,---
3849447,4213,4.73,0.6279,31.084,0.478,2999.84,0.545,0.3721,0,---
3852064,3854,4.74,0.4857,40.282,0.882,7159.77,0.514,0.3187,1,---
3852116,4391,4.61,0.6997,3.11,0.003,71435.39,1.386,0.6747,0,---
3852447,4351,4.7,0.6836,15.316,0.017,7022.44,1.023,0.572,0,---
3853598,4155,4.52,0.6046,14.672,0.015,5854.9,1.012,0.5665,0,---
3855009,4205,4.67,0.6247,20.989,0.112,10612.67,1.23,0.6664,0,---
3859875,4369,4.71,0.6908,27.996,1.994,4193.69,0.768,0.5124,0,---
3860761,4359,4.63,0.6868,23.969,0.109,3370.05,0.836,0.5213,0,---
3868387,4267,4.8,0.6496,31.236,0.898,5577.3,0.69,0.4691,0,---
3868940,3951,4.71,0.5235,43.575,2.225,4774.33,0.485,0.2775,1,---
3869879,4199,4.46,0.6223,19.244,0.299,5872.34,1.25,0.6839,0,---
3934090,3814,4.74,0.4703,5.821,0.023,9282.11,1.185,0.6027,1,---
3934593,3644,4.82,0.4063,33.144,0.885,4812.12,0.541,0.3689,1,---
3935499,3837,4.72,0.4792,5.227,0.006,56329.76,1.431,0.6959,1,---
3935803,4273,4.53,0.6521,1.688,0.003,55215.54,1.45,0.6957,0,---
3935942,3521,4.84,0.3618,37.207,0.189,6610.69,0.838,0.5093,1,---
3936562,4401,4.57,0.7038,33.995,2.354,4642.64,0.633,0.4171,0,---
3938241,3769,4.83,0.4531,16.781,0.058,11817.46,1.288,0.6979,1,---
3938944,3991,4.68,0.5393,31.906,0.194,8099.76,1.134,0.5874,1,---
3939839,4346,4.62,0.6815,16.462,0.047,13513.51,1.259,0.708,0,---
3940002,4396,4.59,0.7017,27.088,0.11,9449.96,0.925,0.5644,0,---
3940072,3523,4.14,0.3625,54.579,0.769,4192.35,0.942,0.4746,0,---
3940372,3462,4.85,0.341,19.64,0.073,20584.4,1.455,0.7484,1,---
3941415,3795,4.84,0.463,26.149,0.191,12515.75,0.989,0.6159,1,---
3946894,3658,4.81,0.4115,39.309,0.066,6638.2,1.113,0.5703,1,---
3951599,3881,4.73,0.4962,18.011,0.076,7906.65,1.039,0.5875,1,---
3953725,4198,4.64,0.6218,10.74,0.089,6264.51,1.373,0.7203,0,---
3953916,4169,4.54,0.6102,55.567,0.602,1902.4,0.566,0.2724,0,---
3954217,3588,4.87,0.3858,30.28,0.307,3906.19,0.454,0.2885,1,---
3954449,4200,4.75,0.6227,11.472,0.003,12493.61,1.174,0.6275,0,---
3954961,4226,4.62,0.6331,13.123,0.039,11017.74,1.012,0.5579,0,---
3955183,4399,4.67,0.7029,32.906,0.19,7035.73,0.783,0.4746,0,---
3955879,3726,4.82,0.4369,32.99,0.646,5660.18,0.741,0.4918,1,---
3955891,3520,4.94,0.3614,33.536,0.072,6098.09,0.964,0.5738,1,---
3956991,4243,4.48,0.64,19.235,0.043,8339.49,1.22,0.6811,0,---
3957214,4151,4.62,0.603,14.906,0.018,11137.78,1.063,0.5929,0,---
3957292,3782,4.81,0.4581,33.559,0.285,7543.89,0.9,0.5306,1,---
3962433,3740,4.77,0.4422,0.638,0.004,60509.5,1.529,0.7143,1,---
3962715,4165,4.55,0.6086,0.497,0.004,10796.9,0.918,0.4919,0,---
3964492,4186,4.75,0.617,17.174,0.044,5572.44,0.964,0.5537,0,---
3965229,3628,4.8,0.4004,33.811,0.372,4774.54,0.847,0.528,1,---
3965861,4389,4.69,0.6989,27.47,0.342,11780.62,1.16,0.6012,0,---
3966673,4333,4.66,0.6763,13.061,0.027,9066.58,1.302,0.7048,0,---
3966704,3871,4.72,0.4923,31.635,0.085,10379.97,0.978,0.5563,1,---
3968552,3984,4.72,0.5365,22.842,0.288,10040.19,1.156,0.6554,1,---
3969430,4163,4.66,0.6078,30.401,0.415,5407.09,0.553,0.3744,0,---
3969563,3815,4.76,0.4707,23.633,0.071,7346.99,0.998,0.6012,1,---
3971772,4082,4.66,0.5754,36.964,6.739,4927.1,0.357,0.2642,0,SM2
3973090,4070,4.41,0.5706,40.756,0.504,6809.0,0.677,0.3898,0,---
3974567,4000,4.47,0.5428,25.72,0.144,11502.68,0.966,0.6011,0,---
3974804,3610,4.8,0.3938,33.532,6.367,4471.9,0.677,0.4649,1,---
4035503,4107,4.57,0.5854,14.413,0.123,11627.53,1.023,0.5703,0,---
4036313,3455,4.92,0.3385,37.726,0.319,6338.95,0.834,0.5099,1,---
4036520,4088,4.46,0.5778,19.241,0.086,4020.15,1.055,0.6153,0,---
4038439,3508,4.95,0.3571,26.84,6.108,8258.1,1.133,0.6634,1,---
4040928,4233,4.58,0.6359,26.898,0.103,6736.1,1.286,0.6329,0,---
4043389,3713,4.38,0.432,38.626,0.375,13520.48,1.096,0.5644,0,---
4044678,3688,4.82,0.4226,26.162,0.066,4875.15,0.889,0.5492,1,---
4045182,4221,4.62,0.6311,38.957,5.341,4666.15,0.38,0.2564,0,---
4047900,4361,4.88,0.6876,10.946,0.223,12235.94,1.004,0.5427,0,---
4047976,4393,4.75,0.7005,25.558,1.258,3093.72,0.593,0.3671,0,---
4048591,4306,4.62,0.6654,20.05,0.272,4887.4,0.756,0.4477,0,---
4049158,3758,4.74,0.449,42.527,0.201,5703.51,0.909,0.4858,1,---
4055390,4097,4.53,0.5814,18.328,0.035,9106.64,0.995,0.5766,0,---
4056422,4149,4.59,0.6022,23.988,0.405,5187.87,0.845,0.5291,0,---
4059277,4261,4.68,0.6472,15.284,0.011,8795.59,0.995,0.5587,0,---
4060965,3427,4.9,0.3289,40.263,0.718,4334.51,0.401,0.291,1,---
4061322,4055,4.58,0.5646,24.902,0.198,11137.13,0.86,0.5426,0,---
4063974,4395,4.67,0.7013,19.04,0.043,15517.18,1.119,0.6575,0,---
4065607,4121,4.66,0.591,22.011,1.925,23085.56,1.424,0.6802,0,---
4065705,4223,4.65,0.6319,1.363,0.004,13144.43,1.123,0.5733,0,---
4066245,4320,4.63,0.671,1.939,0.005,45245.11,1.432,0.6893,0,---
4066712,4352,4.74,0.684,27.568,0.803,4707.78,0.549,0.3465,0,---
4067894,3358,4.97,0.3054,5.066,0.005,44267.12,1.763,0.7969,1,---
4067938,4282,4.53,0.6557,32.777,1.0,4498.87,0.486,0.3367,0,---
4068018,3861,4.71,0.4884,39.506,0.367,3582.95,0.536,0.3349,1,---
4068252,4151,4.63,0.603,21.904,0.309,10301.47,1.305,0.668,0,---
4068727,3684,4.81,0.4211,32.137,0.345,10475.28,1.288,0.6378,1,---
4070633,4108,4.54,0.5858,0.417,0.004,210444.27,1.501,0.7114,0,---
4074068,3500,4.97,0.3543,13.841,0.103,19426.58,1.543,0.7825,1,---
4076672,4296,4.67,0.6613,30.565,0.264,9911.95,0.855,0.5186,0,---
4077460,4221,4.69,0.6311,27.285,0.391,4135.79,0.913,0.5657,0,---
4078087,3946,4.51,0.5216,30.197,0.452,2986.07,0.446,0.2889,0,---
4078175,3910,4.28,0.5075,22.308,0.39,4065.57,0.627,0.3789,0,---
4079165,4311,4.61,0.6674,18.714,0.091,14180.63,1.389,0.6883,0,---
4079437,4185,4.71,0.6166,28.712,0.243,11145.8,0.942,0.559,0,---
4135605,3910,4.72,0.5075,39.611,7.696,5141.5,0.631,0.3776,1,---
4136712,4290,4.67,0.6589,24.593,0.337,7269.86,1.054,0.6121,0,---
4137679,4090,4.59,0.5786,21.891,0.05,4735.86,0.734,0.4474,0,---
4138564,4206,4.61,0.6251,28.569,0.876,3984.63,0.419,0.2572,0,---
4139476,3791,4.78,0.4615,20.591,0.094,9137.45,1.298,0.7029,1,---
4140528,3346,5.07,0.3014,52.676,0.341,5458.74,0.612,0.3396,1,---
4142890,3519,4.09,0.361,18.765,0.068,22106.32,1.171,0.6401,0,---
4143604,4357,4.74,0.686,41.719,0.572,2229.21,0.453,0.2681,0,---
4143981,4108,4.64,0.5858,34.478,0.122,10484.04,0.924,0.5159,0,---
4144094,4256,4.57,0.6452,23.406,0.219,8756.04,0.847,0.5255,0,---
4144893,4312,4.54,0.6678,17.896,0.014,6641.24,1.24,0.6929,0,---
4147163,4304,4.41,0.6646,23.883,0.221,10785.52,0.767,0.4763,0,---
4147960,4213,4.59,0.6279,27.832,0.554,3057.24,0.55,0.3531,0,---
4148125,3919,4.5,0.511,17.982,0.091,6588.82,1.03,0.5843,0,---
4148277,4290,4.63,0.6589,29.785,0.168,4692.49,0.732,0.4977,0,---
4149184,4343,4.68,0.6803,44.618,2.433,2708.88,0.481,0.2633,0,---
4155647,4251,4.6,0.6432,48.991,2.19,3446.34,0.506,0.2575,0,---
4156209,4340,4.64,0.6791,13.859,0.084,6598.11,1.155,0.6318,0,---
4158372,4116,4.38,0.589,8.008,0.013,24189.0,1.444,0.7329,0,---
4159885,3811,4.77,0.4692,33.442,0.128,5805.25,0.756,0.4838,1,---
4160250,4316,4.67,0.6694,16.235,3.232,5106.9,1.111,0.6254,0,---
4164310,3483,4.87,0.3483,29.969,0.871,9103.18,0.992,0.6122,1,---
4164424,3725,4.78,0.4365,39.993,0.671,3430.69,0.707,0.4229,1,---
4168513,4152,4.55,0.6034,15.156,0.126,5602.42,1.052,0.5888,0,---
4169930,4209,4.46,0.6263,0.409,0.0,106163.74,1.692,0.8009,0,---
4172405,4188,4.51,0.6178,11.724,0.013,12860.3,1.495,0.7514,0,---
4173466,3399,5.06,0.3193,38.086,0.702,5812.11,0.786,0.4943,1,---
4173626,3928,4.44,0.5145,25.483,0.601,10240.94,1.251,0.6474,0,---
4173901,4214,4.57,0.6283,36.216,0.094,5169.87,0.849,0.4785,0,---
4174051,4295,4.61,0.6609,24.098,0.149,13309.99,1.108,0.623,0,---
4174461,4208,4.56,0.6259,19.657,0.045,47736.26,1.577,0.7007,0,---
4174717,4025,4.45,0.5527,5.926,0.0,55034.4,1.472,0.7265,0,---
4175216,4262,4.5,0.6476,13.88,0.104,7474.42,1.332,0.7292,0,---
4175398,3853,4.34,0.4853,31.556,0.392,9365.89,1.139,0.5958,0,---
4175517,3519,4.84,0.361,48.422,1.326,4536.42,0.565,0.3222,1,---
4175707,3825,4.33,0.4745,0.388,0.083,30798.35,1.27,0.6218,0,---
4178442,4171,4.54,0.611,14.183,0.022,8777.56,0.978,0.547,0,---
4179238,4310,4.64,0.667,29.288,1.806,3529.61,0.463,0.2915,0,---
4179525,3827,4.43,0.4753,20.777,0.075,8256.08,1.166,0.6723,0,---
4181240,3549,4.87,0.3718,28.778,1.999,4393.91,0.914,0.5714,1,---
4181245,3546,4.89,0.3707,19.879,0.083,8946.6,1.284,0.7003,1,---
4241333,4258,4.61,0.646,16.989,0.045,6224.54,1.085,0.6171,0,---
4241801,4319,4.61,0.6706,33.494,1.449,2236.46,0.434,0.2967,0,---
4242514,3436,4.99,0.332,31.52,0.585,10044.4,1.252,0.6566,1,---
4242806,4111,4.55,0.587,21.379,0.119,7824.18,1.026,0.6177,0,---
4242943,3895,4.74,0.5016,28.698,0.099,5317.0,1.264,0.6316,1,---
4243104,4107,4.58,0.5854,43.779,1.268,4882.63,0.521,0.2959,0,---
4243354,3794,4.79,0.4627,39.443,1.336,4613.04,0.662,0.401,1,---
4244311,4364,4.64,0.6888,33.327,0.327,5494.65,0.763,0.4664,0,---
4244458,4117,4.55,0.5894,12.658,0.024,14820.64,1.243,0.6675,0,---
4244723,4098,4.63,0.5818,14.37,0.108,9355.93,1.123,0.6187,0,---
4245790,4222,4.61,0.6315,20.387,0.048,9110.03,1.064,0.6334,0,---
4246478,4066,4.38,0.569,37.803,0.698,5422.0,0.633,0.3901,0,---
4246864,4396,4.7,0.7017,27.975,0.157,6068.02,0.744,0.4952,0,---
4247106,4095,4.57,0.5806,16.1,0.041,6595.97,1.063,0.5987,0,---
4247444,4396,4.57,0.7017,29.286,0.199,7347.43,0.863,0.5296,0,---
4248763,4116,4.52,0.589,1.79,0.009,28650.82,1.3,0.6415,0,---
4249282,4317,4.68,0.6698,20.455,0.068,12244.64,1.173,0.6633,0,---
4249525,4294,4.81,0.6605,10.776,0.011,12881.04,1.135,0.6044,0,---
4249749,4217,4.34,0.6295,4.252,0.007,69903.67,1.661,0.8017,0,---
4249928,4147,4.46,0.6014,30.363,0.307,3380.06,0.554,0.375,0,---
4253385,3581,4.86,0.3833,38.976,0.191,8854.39,0.891,0.5112,1,---
4253705,4203,4.59,0.6239,27.067,0.051,10796.13,0.765,0.5016,0,---
4253804,4171,4.52,0.611,12.293,0.02,9037.17,1.538,0.7442,0,---
4254223,3920,4.74,0.5114,31.149,0.257,13897.12,1.018,0.5674,1,---
4254317,4059,4.63,0.5662,39.739,0.274,4293.8,0.732,0.4188,0,---
4255219,3902,4.73,0.5044,18.532,0.054,7480.32,1.05,0.5975,1,---
4255379,3925,4.72,0.5133,14.442,0.021,16807.26,1.299,0.6974,1,---
4264634,3941,4.71,0.5196,12.426,0.006,17406.76,1.439,0.7587,1,---
4265143,4154,4.41,0.6042,30.977,0.148,3528.12,0.809,0.507,0,---
4265713,4394,4.64,0.7009,32.042,0.743,4239.62,0.425,0.2773,0,---
4265815,3509,4.89,0.3575,40.903,0.223,13418.26,0.959,0.5294,1,---
4269448,3986,4.68,0.5373,28.803,0.165,6963.97,0.671,0.446,1,---
4271485,3981,4.48,0.5353,31.439,0.3,9716.03,0.979,0.5538,0,---
4273882,3909,4.76,0.5071,15.051,0.029,10918.56,1.207,0.6538,1,---
4274461,4261,4.45,0.6472,28.887,2.74,1891.91,0.482,0.3064,0,---
4275230,3886,4.72,0.4981,24.383,0.244,11589.29,1.342,0.6663,1,---
4275254,3949,4.54,0.5227,15.144,0.033,16013.09,1.42,0.7367,0,---
4275360,4193,4.49,0.6198,19.054,0.354,3702.55,0.602,0.3535,0,---
4275681,3527,4.88,0.3639,26.378,0.601,4932.58,0.931,0.5643,1,---
4275867,4316,4.57,0.6694,20.731,0.205,11651.64,1.242,0.664,0,---
4277623,3614,4.25,0.3953,47.672,0.287,9060.06,0.69,0.383,0,---
4279048,3831,4.74,0.4769,36.295,0.428,5641.46,0.713,0.4416,1,---
4279354,4172,4.52,0.6114,18.212,0.089,7458.78,1.217,0.6951,0,---
4280515,3940,4.72,0.5192,26.954,0.202,7925.24,0.924,0.5836,1,---
4281425,3802,4.75,0.4657,15.899,0.131,6708.8,1.04,0.5749,1,---
4282716,4223,4.61,0.6319,11.867,0.019,19063.47,1.622,0.7413,0,---
4283417,3993,4.52,0.5401,13.412,0.04,14069.08,1.449,0.7488,0,---
4283965,3530,4.9,0.365,32.857,0.514,8736.49,1.255,0.6418,1,---
4284371,4236,4.5,0.6371,12.867,0.028,10331.81,1.181,0.6388,0,---
4345222,4309,4.64,0.6666,15.235,0.097,9055.73,0.919,0.5184,0,---
4345276,4265,4.76,0.6488,35.56,0.553,5288.42,0.634,0.4051,0,---
4346765,3529,4.9,0.3646,39.087,1.017,4377.07,0.69,0.4388,1,---
4346809,3344,4.98,0.3008,48.324,0.1,4654.71,0.715,0.4102,1,---
4349043,4343,4.44,0.6803,2.648,0.003,66206.4,1.616,0.7795,0,---
4349469,3577,4.87,0.3818,28.105,0.17,6413.91,1.338,0.6752,1,---
4349785,3687,4.87,0.4223,23.888,0.199,4154.8,0.726,0.4431,1,---
4349935,4298,4.55,0.6622,34.313,1.574,2578.29,0.694,0.4375,0,---
4350046,4216,4.54,0.6291,2.975,0.019,10507.73,0.734,0.4077,0,---
4350158,4224,4.53,0.6323,19.838,0.056,10176.9,0.978,0.5781,0,---
4351296,4248,4.67,0.642,31.258,0.696,4273.15,0.585,0.4048,0,---
4351367,4102,4.45,0.5834,11.321,0.431,16332.98,1.337,0.7037,0,---
4351676,4389,4.81,0.6989,19.575,0.066,9389.16,0.999,0.5878,0,---
4354858,4346,4.66,0.6815,12.807,0.027,13907.46,1.458,0.7362,0,---
4355120,3544,4.87,0.37,42.959,0.135,7703.78,0.904,0.4983,1,---
4355503,3579,4.87,0.3826,5.454,0.005,28577.21,1.493,0.7163,1,---
4356597,3863,4.79,0.4892,26.145,0.11,9364.99,1.22,0.6425,1,---
4357520,3742,4.74,0.4429,17.096,0.387,13908.74,1.394,0.7413,1,---
4359244,4093,4.91,0.5798,20.234,0.059,6410.42,0.936,0.5559,0,---
4359838,4363,4.67,0.6884,27.27,0.221,6309.09,0.86,0.5529,0,---
4367215,3932,4.71,0.5161,25.65,0.106,5582.33,0.911,0.5754,1,---
4370481,4360,4.61,0.6872,13.55,0.064,9062.35,1.186,0.6455,0,---
4370853,3858,4.77,0.4873,33.527,0.171,5678.3,0.967,0.5418,1,---
4370970,3649,4.25,0.4082,36.662,0.374,3009.2,0.67,0.4391,0,---
4378621,3573,4.86,0.3804,17.797,0.105,13537.88,1.42,0.7532,1,---
4381324,3515,4.94,0.3596,19.944,1.671,4875.33,0.854,0.4964,1,---
4381741,3886,4.3,0.4981,35.085,0.112,4937.2,0.906,0.5122,0,---
4381911,4200,4.43,0.6227,39.684,1.112,3339.44,0.468,0.2957,0,---
4382579,4241,4.46,0.6392,40.336,4.485,3106.12,0.686,0.3918,0,---
4383096,4092,4.55,0.5794,31.492,0.877,3607.63,0.946,0.5417,0,---
4383248,3846,4.59,0.4826,22.149,0.205,11465.25,1.504,0.694,0,---
4383431,3970,4.7,0.531,15.825,0.057,9145.5,1.069,0.5941,1,---
4384167,4039,4.48,0.5583,14.147,0.058,7155.06,1.101,0.6039,0,---
4386137,3512,4.94,0.3586,19.611,0.2,5081.5,0.439,0.2517,1,---
4386313,3927,4.57,0.5141,16.944,0.044,8776.07,1.06,0.5938,0,---
4386382,4295,4.62,0.6609,14.161,0.468,6567.48,0.882,0.4956,0,---
4387448,3920,4.63,0.5114,19.608,0.789,5277.99,0.821,0.4821,0,---
4443484,4111,4.42,0.587,20.213,0.069,7949.05,0.943,0.5604,0,---
4443489,3924,4.74,0.5129,14.366,0.104,5243.18,0.755,0.4304,1,---
4446004,4306,4.56,0.6654,13.09,0.043,6529.33,0.847,0.4742,0,---
4447240,4203,4.66,0.6239,21.991,0.119,10230.84,0.945,0.575,0,---
4449377,4277,4.54,0.6537,38.262,4.934,2969.0,0.504,0.3253,0,---
4450799,4323,4.39,0.6722,16.871,0.225,7341.5,1.214,0.6917,0,---
4451434,4397,4.49,0.7021,31.117,0.869,5689.68,0.624,0.4355,0,---
4451916,4359,4.66,0.6868,44.59,1.386,6277.53,0.647,0.3482,0,---
4455167,4319,4.71,0.6706,11.91,0.029,9141.45,1.497,0.7434,0,---
4455561,4365,4.62,0.6892,14.848,0.652,8316.49,1.117,0.6183,0,---
4455709,4356,4.58,0.6856,11.982,0.014,15781.67,1.302,0.6951,0,---
4456286,4193,4.6,0.6198,14.305,0.073,2893.87,0.493,0.2757,0,---
4456519,4185,4.76,0.6166,15.925,0.019,14799.3,1.289,0.7196,0,---
4456788,4097,4.67,0.5814,20.317,0.562,10101.94,0.9,0.536,0,---
4457582,4118,4.57,0.5898,24.894,0.111,11287.63,1.294,0.6497,0,---
4457606,4160,4.63,0.6066,24.131,0.11,5539.48,1.001,0.6149,0,---
4458155,3404,5.08,0.321,16.526,0.086,13918.88,1.386,0.7167,1,---
4466333,4319,4.73,0.6706,26.653,0.198,6330.19,0.673,0.4318,0,---
4466498,4268,4.69,0.65,12.471,0.012,23184.36,1.237,0.6643,0,---
4471619,4282,4.71,0.6557,12.878,0.041,5454.96,1.18,0.638,0,---
4471741,3867,4.72,0.4908,40.08,0.782,4850.39,0.728,0.4181,1,---
4471819,3968,4.62,0.5302,14.923,0.035,6045.91,1.464,0.7348,0,---
4471850,4375,4.85,0.6933,25.9,0.159,8291.72,1.059,0.5966,0,---
4472239,4106,4.64,0.585,20.458,0.485,3084.72,1.022,0.607,0,---
4473355,3883,4.73,0.497,0.204,0.0,66284.54,1.811,0.8368,1,---
4473475,3439,4.93,0.333,37.892,1.055,9286.76,0.958,0.5505,1,---
4473525,4293,4.82,0.6601,25.293,0.381,4244.83,0.604,0.3751,0,---
4474200,4208,4.67,0.6259,37.053,0.656,4482.9,0.518,0.344,0,---
4474292,3866,4.71,0.4904,17.222,0.031,4872.11,0.877,0.5011,1,---
4476546,3347,4.96,0.3018,42.852,4.323,6108.46,0.794,0.4719,1,---
4477735,4310,4.64,0.667,38.844,5.712,3484.9,0.417,0.2772,0,---
4479073,4217,4.77,0.6295,10.796,0.058,6403.63,1.189,0.6307,0,---
4480250,4037,4.4,0.5575,27.504,0.219,4802.7,0.897,0.5673,0,---
4480475,4153,4.58,0.6038,28.342,0.31,8046.09,1.013,0.5781,0,---
4480783,4063,4.48,0.5678,11.329,0.006,18069.8,1.344,0.7051,0,---
4482203,3747,4.74,0.4448,39.584,0.975,5354.17,0.446,0.298,1,---
4483841,3666,4.36,0.4145,33.763,0.319,14998.79,1.214,0.6176,0,---
4484814,4163,4.31,0.6078,24.877,0.076,4958.66,0.893,0.5678,0,---
4488006,3341,4.97,0.2998,28.403,0.306,16922.21,0.955,0.5785,1,---
4489051,3575,4.85,0.3811,33.792,0.159,5406.86,1.01,0.579,1,---
4489414,3723,4.41,0.4357,36.272,0.469,5080.07,0.774,0.4753,0,---
4540508,3732,4.74,0.4391,21.996,0.06,10197.97,1.055,0.6137,1,---
4543236,3543,4.88,0.3696,45.898,0.309,4262.03,0.459,0.2746,1,---
4543619,4258,4.69,0.646,30.654,0.309,6579.22,0.825,0.5116,0,---
4544623,3629,4.84,0.4008,3.506,0.003,39604.96,1.331,0.6504,1,---
4544783,3428,4.96,0.3292,46.464,0.266,3854.33,0.648,0.3818,1,---
4545145,4204,4.66,0.6243,24.315,0.04,22039.06,1.259,0.6445,0,---
4545410,4183,4.47,0.6158,22.878,0.181,9609.58,1.074,0.636,0,---
4545964,3888,4.73,0.4989,16.708,0.116,3362.36,0.549,0.3146,1,---
4546642,3918,4.73,0.5106,17.416,0.059,5641.1,1.085,0.609,1,---
4547380,3981,4.7,0.5353,29.544,0.117,9883.88,1.186,0.6109,1,---
4547416,3997,4.7,0.5416,15.348,0.059,8595.59,1.238,0.6775,1,---
4548647,4075,4.39,0.5726,17.827,0.403,3884.85,0.912,0.5286,0,---
4551390,4085,4.57,0.5766,44.577,0.94,5324.78,0.604,0.335,0,---
4551429,3541,4.87,0.3689,35.422,0.273,5606.71,0.912,0.5438,1,---
4552478,4092,4.51,0.5794,26.128,0.519,2832.11,0.759,0.489,0,---
4553205,3351,4.96,0.3031,41.398,0.547,6194.83,1.069,0.5722,1,---
4553286,4211,4.37,0.6271,18.358,0.01,9878.22,1.143,0.6613,0,---
4553972,4297,4.69,0.6618,22.003,0.05,9672.76,1.005,0.614,0,---
4554031,4165,4.51,0.6086,20.207,0.049,11946.8,1.094,0.6487,0,---
4554367,3950,4.72,0.5231,16.493,0.047,8648.13,1.254,0.6923,1,---
