praesepe_oid,col1,solution_id,designation,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,source_id
25,24,1635721458409799680,Gaia DR2 664459031561436544,578501147,2015.5,130.42511886385935,0.18434352719790795,20.56886032809926,0.11468817746588097,5.290551215120281,0.2126050790163963,24.884407,-36.84409224711051,0.3527550573770351,-12.951261921889083,0.2255771432936982,-0.44163966,-0.33768806,-0.43776733,0.40548736,0.3378088,0.42500314,-0.75170225,0.5836952,-0.29457173,-0.41363317,349,0,349,0,6.4515786,541.5859,0.6472238010353865,4.957027926915762,31,false,0.6650941,1.2270541184016337,0.026473520523950713,0.063683465,39,12,0.3609929,0,45,false,390,1246.7814818976508,1.741735658473475,715.827,17.94889,37,184.57404302860027,6.996915057233351,26.379347,19.68596,40,1804.877325388546,10.072393146704119,179.19052,16.6208,1.5956696,0,3.0651608,1.7370701,1.3280907,,,0,,,,NOT_AVAILABLE,205.03508631929478,33.079450082235105,127.41427404023541,2.225711837706468,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664459031561436544,,664459031561436544
26,25,1635721458409799680,Gaia DR2 664335684397673472,339249644,2015.5,129.5332172341527,0.1367287521455208,20.063991768365547,0.07929317494930166,5.471443159326064,0.19900605588235823,27.493853,-36.32500403771207,0.2742833133972406,-12.756732430188997,0.15724855257025333,-0.32705015,-0.5737545,-0.57239175,0.41836467,0.20071436,0.24095319,-0.3850167,0.76627606,-0.5468981,-0.4985299,178,0,177,1,2.4458501,220.68065,0.22461928072605958,0.8173250424857463,31,false,1.7137321,1.2926517359674257,0.028068946139629417,-0.035005637,20,9,0.29550287,0,26,false,231,2023.2772601790227,3.1199370389444785,648.4994,17.423227,24,352.1761128513229,12.523271260865933,28.121735,18.984488,23,2763.825688708108,16.715782330485233,165.34229,16.158144,1.5400765,0,2.8263435,1.5612602,1.2650833,,,0,,,,NOT_AVAILABLE,205.26066731865976,32.12113791126082,126.7344023153074,1.5237498050901646,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664335684397673472,,664335684397673472
27,26,1635721458409799680,Gaia DR2 664311250327154432,452933426,2015.5,129.4553337526247,0.34088577458241237,19.962835633915248,0.17402705042515668,4.956674432444255,0.47862905062437344,10.355983,-37.52437881089543,0.6050475677101285,-13.188478068477293,0.35846526809209844,-0.31522214,-0.6411693,-0.49983516,0.44352615,0.21600239,0.22570169,-0.3180298,0.70237404,-0.570392,-0.48717117,155,0,155,0,3.0112298,207.60551,0.6755962914108591,1.7501046850771975,31,false,0.35527351,1.1853765278834927,0.06802895688942893,-0.05024695,18,9,0.6606926,0,23,false,196,662.1327461338301,2.099793754865703,315.33228,18.636003,19,103.80550608939025,13.038237266942092,7.9616213,20.310837,19,1037.7466087300197,18.04790200744507,57.49957,17.221691,1.7240533,0,3.0891457,1.6748333,1.4143124,,,0,,,,NOT_AVAILABLE,205.34298622568133,32.01759175179285,126.68918892310198,1.4073667990347003,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664311250327154432,,664311250327154432
28,27,1635721458409799680,Gaia DR2 664456626379853696,1084165840,2015.5,130.07044980191418,0.3225867716810297,20.700118057956917,0.1271525987412673,5.688967550893963,0.29552517243668885,19.250366,-35.59452696673682,0.5249120580300477,-13.633119635862254,0.2702663685070849,0.014219027,-0.42786503,0.49509925,0.049663913,0.026614586,0.1215237,-0.033196334,0.18559611,-0.1620404,-0.23418424,169,0,169,0,1.7191243,196.39374,0.3922578631522978,0.7861952532442327,31,false,0.50444657,1.2417873731162183,0.04562871386659912,0.0804179,19,8,0.5028507,0,26,false,224,800.0728104844582,1.9696311096295331,406.2044,18.430542,21,134.49893890508716,9.704020088486917,13.860126,20.02959,22,1196.2950523122126,10.24450960349351,116.77426,17.067324,1.663341,0,2.962267,1.5990486,1.3632183,,,0,,,,NOT_AVAILABLE,204.7546779516978,32.811078221152776,127.05949216299504,2.267185357221553,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664456626379853696,,664456626379853696
29,28,1635721458409799680,Gaia DR2 664344274332354304,568249565,2015.5,129.7297063077943,0.11712015345538547,20.21906831514138,0.06471269552479293,5.226147235262618,0.13452142169143427,38.849926,-36.29558427781443,0.2024417467894827,-13.760559030590116,0.1340172646196902,-0.58448136,-0.69709015,-0.6851067,0.6732268,0.38963392,0.5106321,-0.69871306,0.7354564,-0.6170333,-0.6125311,169,0,169,0,3.7156525,240.05653,0.21292721207658932,2.2194260685780622,31,false,4.868155,1.260041115801426,0.017506108665649976,0.019436397,19,10,0.23710231,0,26,false,231,5610.700967231278,8.504459311004757,659.7363,16.315823,26,1049.7991267186137,13.57589346854467,77.32818,17.798622,25,7344.557382644872,31.2799191984222,234.80104,15.097006,1.4961333,1,2.7016163,1.4827995,1.2188168,,,0,,,,NOT_AVAILABLE,205.16323266790764,32.347602698701806,126.87352755801206,1.72057104539355,100002,3904.6667,3379.0,4412.2734,0.7723,0.73,1.2394,0.4257,0.401,0.6841,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664344274332354304,,664344274332354304
30,29,1635721458409799680,Gaia DR2 664513049366544256,451617246,2015.5,129.59926074695244,0.030870764558229898,20.727951500792802,0.01802262035213597,5.339991116670405,0.04159442362652704,128.38239,-35.71823017991674,0.0654155716744116,-13.25832851107128,0.03519880022288,-0.08517802,-0.010255514,-0.12708488,0.07792036,-0.005547391,0.06742755,-0.32876873,0.6365099,-0.16735539,-0.24679787,191,0,191,0,0.21701893,189.54128,0.0,0.0,31,true,46.340076,1.4166369107993666,0.006179445376732781,0.13055758,22,10,0.069642015,0,29,false,252,37366.203098043436,14.621355859128169,2555.5908,14.257169,26,11768.472771567074,36.366913939065704,323.60382,15.174588,27,38003.237636616366,36.403696294739014,1043.939,13.312368,1.3319981,0,1.8622198,0.91741943,0.9448004,,,0,,,,NOT_AVAILABLE,204.5473495759804,32.405472545273525,126.62590778110557,2.181713191806308,100001,3900.0,3821.595,4072.0,0.7285,0.482,1.0951,0.3457,0.223,0.5491,200111,0.665271,0.61025625,0.6928488,0.092246585,0.09061918,0.09387399,http://geadata.esac.esa.int/data-server/datalink/links?ID=664513049366544256,,664513049366544256
31,30,1635721458409799680,Gaia DR2 664337535526407680,393166813,2015.5,129.58943902358055,0.2140785903435051,20.137322514760932,0.12901958835733532,5.466799016123926,0.26655459432484224,20.509115,-34.88396904599064,0.4075498043877068,-14.622766738571999,0.25808950770133243,-0.5325317,-0.6214006,-0.66608655,0.59407425,0.40334076,0.50836056,-0.632135,0.7665607,-0.5753051,-0.612163,186,0,185,1,3.2647848,248.49506,0.47444209495106265,2.3783014983126525,31,false,0.8681127,1.2077685837819616,0.03701187935814856,-0.016768143,21,9,0.45697585,0,26,false,227,1362.2337160096456,2.410795549724031,565.05566,17.852737,22,182.0258806887251,9.592512295403564,18.97583,19.701056,23,2051.719260173081,19.74628537167491,103.90406,16.481625,1.6397665,0,3.219431,1.8483181,1.3711128,,,0,,,,NOT_AVAILABLE,205.2007371708167,32.19590995045616,126.7669030344711,1.60806735318241,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664337535526407680,,664337535526407680
32,31,1635721458409799680,Gaia DR2 664439416447387392,1099641084,2015.5,129.92497535626842,0.09863127557552745,20.29580962081444,0.07273988038741606,5.294607910852057,0.13385899264313597,39.553623,-36.30933843968027,0.1971893213562203,-12.060054554033558,0.12623508235476305,-0.23085509,-0.11563769,-0.2037511,0.18184826,-0.3261958,-0.05096722,-0.14646322,0.5379998,-0.21557668,-0.33175072,189,0,188,1,4.35876,278.8115,0.37521738336239013,3.331880977342252,31,false,1.9753102,1.2567387293571615,0.022328355403292144,-0.002630542,22,11,0.19197594,0,28,false,235,2772.687107281293,5.53769963633428,500.69293,17.081114,24,425.6183160778936,8.271658155952965,51.455017,18.778837,25,3871.616280256503,28.928277830438827,133.835,15.79219,1.5498447,0,2.9866476,1.6977234,1.2889242,,,0,,,,NOT_AVAILABLE,205.1518496508349,32.54598583043308,127.03118331865207,1.841471093290986,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664439416447387392,,664439416447387392
33,32,1635721458409799680,Gaia DR2 664438248216250880,252204606,2015.5,130.19893868923614,0.09329352859646024,20.479902953029498,0.044505968781789224,5.3786893693955875,0.10797652530350861,49.813507,-37.2398499169769,0.1542649187606752,-14.186552516482173,0.09587414969026767,-0.30178782,-0.57591736,-0.10574289,0.06868929,0.24862626,0.14183089,-0.34639055,0.32523,-0.09756652,-0.32199752,214,0,212,2,7.1807423,389.16138,0.3347078838234959,7.335651406221546,31,false,4.237723,1.2967865303179815,0.015433250438422176,0.03776161,24,11,0.1477341,0,31,false,276,7578.387964155617,5.062775398361584,1496.884,15.989424,29,1493.5194615360908,14.16253723262722,105.45564,17.415861,29,9666.741631489767,22.798219531986447,424.013,14.798719,1.4726431,0,2.6171417,1.4264374,1.1907043,,,0,,,,NOT_AVAILABLE,205.04967653004513,32.850032319405024,127.23237541660814,2.085205360879591,100001,3508.3333,3232.3333,4090.145,0.988,0.6122,1.3755,0.545,0.3433,0.7025,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664438248216250880,,664438248216250880
34,33,1635721458409799680,Gaia DR2 664417494934591488,791143984,2015.5,129.30238187682917,0.038983459002638096,20.544779408638934,0.022384320433818765,5.422464144403654,0.06236265560536881,86.9505,-36.01182002025497,0.08886566614362665,-14.652243294363311,0.04422426468366701,-0.40487477,-0.5382106,-0.5993114,0.44399464,0.19871399,0.27439827,-0.40094253,0.82126695,-0.553725,-0.55413973,174,0,172,2,1.4849553,194.89523,0.0,0.0,31,true,53.58074,1.4074599351585266,0.0075451081339282695,-0.015499132,20,10,0.09988139,0,26,false,228,41435.3417573372,22.4879613901479,1842.5566,14.144938,24,13466.586666458925,48.85390412004832,275.65018,15.028244,23,41298.02533490231,69.87667573571804,591.013,13.222096,1.3216884,0,1.8061476,0.88330555,0.922842,,,0,,,,NOT_AVAILABLE,204.6399313923656,32.08203810834397,126.40329434630951,1.9342286037394203,100001,3933.0,3883.0,4077.793,0.606,0.2766,0.908,0.2847,0.1539,0.4421,200111,0.67086124,0.6240656,0.68824935,0.0970188,0.09463464,0.099402964,http://geadata.esac.esa.int/data-server/datalink/links?ID=664417494934591488,,664417494934591488
35,34,1635721458409799680,Gaia DR2 664402170491377920,1172634822,2015.5,129.53026274866565,0.06208264955956487,20.448748652790314,0.03631480529524933,5.426250453421254,0.07839422984234252,69.217476,-37.39848384841903,0.11925381796577984,-14.820577441273972,0.07476043211567013,-0.33102772,-0.3735229,-0.26084706,0.37405515,0.06397704,0.25706762,-0.37666926,0.56453454,-0.2868666,-0.4040212,168,0,168,0,3.2871754,229.00932,0.17188799579870273,2.4145230876766544,31,false,9.890683,1.3148864189336706,0.012899936772222715,0.012350298,19,11,0.12290002,0,27,false,235,11554.966462861921,6.309806245168181,1831.2712,15.531444,20,2675.03496844034,13.903762378631168,192.39648,16.783064,23,13865.256343376406,27.808559363856034,498.5967,14.407101,1.4314443,1,2.3759632,1.2516203,1.1243429,,,0,,,,NOT_AVAILABLE,204.8323447266522,32.25013000024745,126.6342170635958,1.8952567711020605,100002,4039.46,3450.0,4695.18,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664402170491377920,,664402170491377920
36,35,1635721458409799680,Gaia DR2 664326922664482944,1366900529,2015.5,129.87658880807902,0.04279322286953143,20.068996218563466,0.03312532290821615,5.249323601757233,0.054923280807234506,95.57556,-35.376330857683534,0.08575292207130986,-12.516953942115578,0.05855222072679828,-0.43854013,-0.29574245,-0.4579716,0.38450432,-0.010612748,0.23084795,-0.49724504,0.6377804,-0.28297058,-0.45964962,194,194,189,5,5.0582123,298.1691,0.0,0.0,31,true,306.35938,1.5921727652527282,0.01031008925135775,-0.06948186,22,12,0.059239294,0,28,false,233,1655131.1451573872,1063.4705645763847,1556.3488,10.141285,25,883347.3357190829,1875.820025325413,470.91263,10.486059,25,1085058.9786746472,1573.3947694904084,689.6292,9.673286,1.1892751,0,0.81277275,0.34477425,0.4679985,35.32044800661644,0.7873555263746904,7,5500.0,4.5,0.0,NOT_AVAILABLE,205.3861278239465,32.42576280929884,127.04517841350102,1.6105789005736344,100001,5741.3667,5641.0,5860.075,0.717,0.416,0.9525,0.3545,0.232,0.4721,200111,1.5584217,1.4959228,1.6143711,2.3775291,2.3440986,2.4109597,http://geadata.esac.esa.int/data-server/datalink/links?ID=664326922664482944,,664326922664482944
37,36,1635721458409799680,Gaia DR2 664401964332947584,1566539857,2015.5,129.53391425824518,0.05471159950317465,20.446090508264035,0.034481129695736475,5.5105332458584195,0.07028625848373987,78.40129,-36.276016660723144,0.11058866991554686,-13.613724375007383,0.0685504295107535,-0.3575924,-0.310958,-0.40841955,0.37529925,0.099259615,0.28635052,-0.45782676,0.64531326,-0.28189042,-0.42257893,196,0,196,0,3.8494132,275.69476,0.1799319393257165,3.1104426364947817,31,false,9.922418,1.3258342184503398,0.011722587530640219,0.033753812,22,11,0.11716031,0,30,false,267,12159.440365895403,9.168181067936025,1326.2653,15.476082,25,2846.908768703253,17.385791677873115,163.74916,16.715454,28,14427.75531232079,33.61739452102181,429.1753,14.363923,1.4206792,1,2.351531,1.2393723,1.1121588,,,0,,,,NOT_AVAILABLE,204.8366765505854,32.2524431813111,126.63820245742288,1.8935520791898706,100002,3578.2566,3391.75,4186.207,0.468,0.07,0.64,0.215,0.0323,0.352,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664401964332947584,,664401964332947584
38,37,1635721458409799680,Gaia DR2 664407427531262464,1041482970,2015.5,129.24938612192435,0.04618788067737974,20.406455797693546,0.023811171048266435,5.32579296940759,0.06912020317755148,77.05118,-35.74207124392653,0.09079517817903648,-13.518499510314317,0.048994859190143646,-0.4743315,-0.62981164,-0.50828373,0.47501537,0.28868458,0.32908854,-0.35057154,0.7583316,-0.5374931,-0.5665063,165,0,164,1,-0.3117902,152.85425,0.0,0.0,31,true,48.29564,1.4094736453207306,0.008415528938212813,-0.036232162,19,10,0.103417546,0,26,false,227,37475.89765185403,16.37698467999397,2288.3271,14.253985,25,11826.400389067712,33.699563486713835,350.9363,15.169257,25,38075.850396795155,74.81882677006361,508.90735,13.310296,1.3315825,0,1.8589611,0.91527176,0.94368935,,,0,,,,NOT_AVAILABLE,204.7734075699597,31.988255377552175,126.39009176499886,1.787858613773439,100001,4021.415,3847.595,4298.66,0.7013,0.4523,1.0354,0.3375,0.2189,0.515,200111,0.60423887,0.5288107,0.66006655,0.08602557,0.0836652,0.08838595,http://geadata.esac.esa.int/data-server/datalink/links?ID=664407427531262464,,664407427531262464
39,38,1635721458409799680,Gaia DR2 664506143059189888,812903922,2015.5,129.82505464661259,0.044309623065876644,20.73921031869653,0.029114865934041483,5.396699185476153,0.06104829895742494,88.40048,-35.6787644899231,0.09313759092637357,-12.985009609550488,0.05698067289033207,-0.22787641,-0.107021905,-0.14279534,0.07384824,-0.163263,-0.0443243,-0.16586748,0.59117806,-0.17499149,-0.3498767,187,0,186,1,3.0402694,244.41068,0.09131546916395597,0.7795915366695334,31,false,13.072123,1.3211976356102562,0.009855123992638154,0.021133665,21,11,0.0950886,0,28,false,247,12424.318299836768,9.179169785809227,1353.5339,15.452684,27,3021.7523653236535,20.796672066206778,145.2998,16.650742,27,14477.877586311199,37.13187917448529,389.90427,14.360158,1.4084982,0,2.2905836,1.1980572,1.0925264,,,0,,,,NOT_AVAILABLE,204.6191448962774,32.608090179913056,126.82742087455219,2.2463113162627475,100001,3487.6667,3441.0,4047.47,0.0517,0.0104,0.533,0.1082,0.007,0.3155,200111,0.54984826,0.4082682,0.56486344,0.04030142,0.039324753,0.041278087,http://geadata.esac.esa.int/data-server/datalink/links?ID=664506143059189888,,664506143059189888
40,39,1635721458409799680,Gaia DR2 664406087501474048,1207454843,2015.5,129.16429728098393,0.1471549039215549,20.375972990389705,0.07491317292847938,5.483803620141307,0.1856969137779652,29.530935,-35.48574928199006,0.24051081780741668,-15.458937969990219,0.15399557796507418,-0.36220926,-0.69651854,-0.4996091,0.43953145,0.33447888,0.30734527,-0.44889626,0.652506,-0.5070039,-0.4333735,153,0,153,0,4.3233466,234.63081,0.38719981271832227,4.015329269550974,31,false,2.2959127,1.2800283203478442,0.023916244581864563,0.018919496,18,9,0.26693782,0,25,false,214,3395.612518392782,4.7284251068369185,718.12756,16.86107,21,691.4322531621916,10.182570438337889,67.90351,18.252014,21,5675.299501188916,16.62765722984572,341.31683,15.376948,1.8749877,0,2.8750658,1.3909435,1.4841223,,,0,,,,NOT_AVAILABLE,204.77507252130616,31.9028835439856,126.32053528558136,1.7382922733005015,102001,4024.9402,3275.0,4780.92,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664406087501474048,,664406087501474048
41,40,1635721458409799680,Gaia DR2 664404713111939072,434784248,2015.5,129.2356386521102,0.17761867332173378,20.319390209663432,0.10451730099512468,5.617649783890981,0.292679787912409,19.193842,-35.398565608970635,0.3888035085038462,-15.306898867159227,0.20596580010100304,-0.49814433,-0.55763197,-0.5009329,0.45623502,0.29068145,0.35138315,-0.32759142,0.8047454,-0.5347269,-0.6259647,167,0,167,0,41.229145,2609.9133,0.9045498516958449,107.7746069543388,31,false,1.1435965,1.1994035008451256,0.03390899525127297,-0.057427756,19,10,0.41872093,0,26,false,228,23470.45709528347,22.841891862508454,1027.5181,14.762062,26,5493.410239195958,36.843441586429556,149.10144,16.001783,25,28221.605002292967,82.83632228765974,340.6912,13.635466,1.4364873,1,2.3663177,1.2397213,1.1265965,,,0,,,,NOT_AVAILABLE,204.86466882478186,31.946393242501784,126.3995418470455,1.7003525857657762,100002,3628.3467,3400.0,4297.5,,,,,,,200111,0.63606393,0.45340526,0.72437006,0.06317298,0.05656627,0.069779694,http://geadata.esac.esa.int/data-server/datalink/links?ID=664404713111939072,,664404713111939072
42,41,1635721458409799680,Gaia DR2 664329946321463168,265398411,2015.5,129.84335641169824,0.07550811164783645,20.08181970796171,0.05318601477045155,5.189946898522234,0.09290177890472705,55.864883,-34.63623873966144,0.14592399887385984,-13.057738488680624,0.09825994948129188,-0.46214968,-0.23998636,-0.37927786,0.41768235,-0.06547608,0.2596904,-0.41692367,0.5434194,-0.26761186,-0.46891,203,0,200,3,5.233536,316.76718,0.31540678789941323,5.826029523007505,31,true,4.3535213,1.3237749444150164,0.01576929019685336,-0.060692064,23,12,0.1527507,0,28,false,243,6877.930542811202,8.102615296413397,848.85315,16.09472,26,1463.0222413344045,13.51214632937622,108.2746,17.438261,26,8493.437696011733,20.4102115701885,416.1367,14.939211,1.4475954,1,2.4990501,1.3435402,1.15551,,,0,,,,NOT_AVAILABLE,205.35917645909146,32.40084222362979,127.01171360088456,1.6150176348368481,100002,3894.4968,3378.25,4217.1,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=664329946321463168,,664329946321463168
