,KOI,feh,feh_errm,feh_errp,logg,logg_errm,logg_errp,period,period_errm,period_errp,teff,teff_errm,teff_errp
13,46,0.36,-0.16,0.08,4.558,-0.042,0.013999999999999999,21.776611262712855,1.0422299613820536,1.0546444709797202,5325.0,-98.0,107.0
14,49,0.1,-0.28,0.18,4.495,-0.297,0.038,8.739630766285224,1.0019355549182059,1.0018462203006995,5858.0,-193.0,165.0
15,63,-0.04,-0.28,0.3,4.6080000000000005,-0.077,0.027999999999999997,5.491149209285915,1.002174033396348,1.002122995089783,4980.0,-132.0,153.0
16,64,0.1,-0.26,0.26,4.499,-0.605,0.07400000000000001,2.23076670449422,1.0019632028215764,1.0019591190980859,5015.0,-128.0,169.0
17,69,0.03,-0.101,0.101,4.1819999999999995,-0.016,0.016,29.625925370591144,1.0062765443053598,1.0126097568080716,5747.0,-85.0,85.0
18,70,-0.02,-0.26,0.3,4.46,-0.325,0.09699999999999999,27.916229613988477,1.004812451174571,1.0050274537765986,5257.0,-146.0,184.0
19,72,0.21,-0.23,0.19,4.585,-0.182,0.019,48.55730330670073,1.0657312801128664,1.01011639058974,5228.0,-143.0,176.0
20,75,0.31,-0.109,0.109,3.9,-0.035,0.035,25.28380831964675,1.035184300142701,1.0399778657425298,5854.0,-92.0,92.0
21,82,-0.2,-0.26,0.3,4.574,-0.231,0.03,26.55283428825721,1.002001753679999,1.0019721185805712,5565.0,-152.0,161.0
22,84,-0.02,-0.28,0.23,4.488,-0.285,0.05,20.230406683424626,1.0106334855621044,1.012710238812028,5739.0,-164.0,163.0
23,85,0.14,-0.26,0.24,4.567,-0.16,0.024,7.897235577941258,1.0029167591738772,1.0027588476168139,5202.0,-133.0,172.0
24,87,-0.08,-0.101,0.101,4.212,-0.015,0.015,25.21536369556432,1.0042484219200456,1.0040056599353255,5952.0,-75.0,75.0
25,92,0.3,-0.101,0.101,4.171,-0.013999999999999999,0.013999999999999999,16.381779637826327,1.0029589342143141,1.0030031003336348,5699.0,-74.0,74.0
26,94,-0.08,-0.12,0.16,4.5,-0.04,0.043,21.861418865145048,1.009374948621584,1.0109399475518062,5332.0,-98.0,102.0
27,97,-0.18,-0.16,0.16,3.938,-0.12,0.218,15.886479000630796,1.0101107452430813,1.0094084878727831,5887.0,-120.0,114.0
28,98,0.48,-0.14,0.08,4.564,-0.087,0.013000000000000001,2.7531393865280096,1.013637465639159,1.0144816294940355,5130.0,-105.0,97.0
29,99,-0.16,-0.28,0.28,4.35,-0.239,0.129,25.84431998771211,1.050441625536286,1.0354686911573914,5883.0,-183.0,173.0
30,102,-0.08,-0.26,0.28,4.555,-0.282,0.028999999999999998,18.76799568564764,1.0150038732883533,1.0826907859068016,5552.0,-145.0,166.0
31,103,0.07,-0.31,0.17,4.501,-0.303,0.038,22.97062037159347,1.0024663152330904,1.0025938808922013,5936.0,-229.0,178.0
32,105,0.36,-0.15,0.08,4.497,-0.11599999999999999,0.023,19.7189704737724,1.0512099023499493,1.0705793006429254,5705.0,-145.0,107.0
33,107,-0.22,-0.28,0.28,4.533,-0.28800000000000003,0.031,17.417739191854803,1.0047835036656831,1.0051029527225228,5941.0,-175.0,166.0
34,108,-0.12,-0.34,0.22,4.381,-0.282,0.067,21.657086422190364,1.006710608121062,1.0065522078543696,6505.0,-251.0,169.0
35,110,0.36,-0.15,0.08,4.459,-0.145,0.048,21.634376063053463,1.0426579752476492,1.0434084114170734,5514.0,-109.0,89.0
36,111,0.07,-0.19,0.14,3.0660000000000003,-0.027999999999999997,0.032,18.031474143058034,1.0529759037710829,1.2216827540379875,5047.0,-142.0,60.0
37,112,-0.32,-0.3,0.24,4.232,-0.27,0.163,15.72796540094691,1.010707251001691,1.0128923986798304,6449.0,-210.0,163.0
38,113,0.21,-0.14,0.11,4.529,-0.141,0.016,22.504942371367786,1.0352104990575866,1.0430509426952113,5676.0,-117.0,100.0
39,115,0.22,-0.15,0.1,4.361000000000001,-0.16,0.07400000000000001,16.343343616511063,1.0043612552745176,1.0049216178885656,5906.0,-127.0,98.0
40,116,0.02,-0.14,0.16,3.958,-0.135,0.205,22.50717303545276,1.0401336076054448,1.0673374463177232,5611.0,-98.0,110.0
41,117,-0.13,-0.101,0.101,4.001,-0.011000000000000001,0.011000000000000001,22.353777698599924,1.0335836697234428,1.056674992744997,6253.0,-75.0,75.0
42,118,-0.15,-0.06,0.06,4.026,-0.006,0.006,20.599051705554913,1.0336944899916207,1.0398631522409392,6131.0,-44.0,44.0
43,119,-0.2,-0.26,0.34,4.529,-0.752,0.07,35.04439188318635,1.0922951024158578,1.066383718809095,5095.0,-136.0,157.0
44,122,-0.33,-0.101,0.101,3.122,-0.008,0.008,34.156765287358326,1.1758524372586137,1.0137523004197884,5066.0,-75.0,75.0
45,123,0.34,-0.16,0.1,4.082,-0.18899999999999997,0.124,26.41946338302665,1.0374043471163648,1.0357809423691124,6038.0,-133.0,105.0
46,124,-0.32,-0.3,0.24,4.4719999999999995,-0.298,0.049,36.555005440486745,1.0358985628517048,1.0292422296473445,6299.0,-220.0,169.0
47,127,-0.12,-0.3,0.22,4.364,-0.325,0.083,30.491877702228138,1.1732569348341184,1.030053657047311,6322.0,-218.0,160.0
48,128,-0.06,-0.26,0.27,4.239,-0.22,0.20199999999999999,23.48472672239563,1.0560784292009369,1.0620909682635897,5721.0,-153.0,160.0
49,134,-0.28,-0.3,0.22,4.442,-0.299,0.05,7.681362404601018,1.0055955571128685,1.0060280030544337,6388.0,-214.0,160.0
50,135,-0.02,-0.28,0.24,4.566,-0.217,0.026000000000000002,12.85697760814911,1.0031986838490754,1.003453912906057,5523.0,-138.0,166.0
51,137,0.0,-0.14,0.14,4.322,-0.11599999999999999,0.122,16.40426247786006,1.0445493242049204,1.17104632470712,5735.0,-109.0,112.0
52,139,-0.08,-0.12,0.14,3.968,-0.135,0.138,17.142360250613258,1.0040620596077867,1.0047938529823193,6350.0,-121.0,110.0
53,141,-0.14,-0.16,0.14,4.371,-0.139,0.087,18.16439427324334,1.0236949702985283,1.0991262656925223,5973.0,-126.0,109.0
54,142,0.07,-0.15,0.14,4.567,-0.146,0.01,31.569795214710386,1.0042083188738153,1.0041305353053496,5530.0,-104.0,106.0
55,144,0.0,-0.14,0.18,4.595,-0.07200000000000001,0.011000000000000001,39.72376624264529,1.0310755003977465,1.0315331485038397,5203.0,,102.0
56,145,0.32,-0.2,0.1,4.263,-0.055,0.047,14.668617777229857,1.139830865617367,1.0337949678963458,6022.0,-138.0,116.0
57,148,-0.14,-0.34,0.24,4.275,-0.29100000000000004,0.109,38.348372409342396,1.0288560023548026,1.0271067308742583,6692.0,-280.0,154.0
58,149,0.3,-0.26,0.14,4.569,-0.078,0.025,20.294121850209503,1.0271326998269534,1.030896674099972,4892.0,-151.0,192.0
59,150,0.1,-0.14,0.16,4.606,-0.045,0.013000000000000001,15.624539678240039,1.0680163560409721,1.1736487801236568,4744.0,-94.0,94.0
60,152,-0.1,-0.3,0.28,4.058,-0.214,0.292,4.707440083516333,1.0208354584311625,1.0260277575598022,5957.0,-181.0,169.0
61,153,0.3,-0.14,0.12,4.558,-0.113,0.015,26.862774146266656,1.0400759408416747,1.0372077819485805,5296.0,-96.0,108.0
62,155,0.0,-0.28,0.21,4.5169999999999995,-0.304,0.033,30.158279604348632,1.138212159088093,1.0907071856710748,5831.0,-196.0,182.0
63,157,0.24,-0.22,0.18,4.303,-0.24100000000000002,0.179,21.074228118357787,1.046373734805927,1.114659898080906,5423.0,-149.0,185.0
64,159,0.0,-0.14,0.14,4.563,-0.125,0.013999999999999999,13.82956573235993,1.0048849422150101,1.0044380916279285,5487.0,-111.0,100.0
65,161,0.21,-0.45,0.15,4.348,-0.314,0.075,19.52219306061007,1.1322906675051494,1.1245161054563566,6535.0,-351.0,211.0
66,162,-0.18,-0.3,0.28,3.7969999999999997,-0.14,0.41600000000000004,14.83978140941291,1.0277002334066485,1.0211502375379553,6231.0,-199.0,180.0
67,163,0.36,-0.15,0.08,4.547,-0.149,0.016,17.094286016032505,1.0126842000998346,1.018119176030011,5377.0,-104.0,97.0
68,165,-0.02,-0.28,0.24,4.12,-0.22399999999999998,0.256,16.82962811558336,1.0196837707073876,1.2758549423478447,5796.0,-165.0,162.0
69,166,0.18,-0.12,0.14,4.349,-0.113,0.115,16.512451003501482,1.0395910587967339,1.0628923846238856,5473.0,-91.0,103.0
70,168,0.32,-0.24,0.14,4.4,-0.43200000000000005,0.131,9.112385194459584,1.1692789102587302,1.1162361820431521,5188.0,-154.0,188.0
71,171,0.2,-0.1,0.16,4.338,-0.042,0.057,8.834753037249298,1.0127684522055054,1.0138775305459027,5356.0,-64.0,109.0
72,172,,,,,,,46.43324791512022,1.045053335267909,1.0450334875896234,,,
73,173,0.36,-0.15,0.08,4.521,-0.153,0.019,0.5242754825865558,0.9548050811865576,0.3905273432343212,5575.0,-116.0,82.0
74,174,-0.16,-0.3,0.23,4.495,-0.28800000000000003,0.043,23.404034530835407,1.1404000819147149,1.1668086325890554,6075.0,-185.0,144.0
75,176,-0.14,-0.32,0.22,4.272,-0.319,0.13,5.82620874245077,1.038859649108828,1.1100155315406146,6432.0,-229.0,157.0
76,177,0.02,-0.14,0.14,4.336,-0.125,0.11199999999999999,20.070165506645704,1.0281773249179496,1.0310818291652937,5735.0,-115.0,107.0
77,179,-0.2,-0.14,0.18,4.448,-0.11800000000000001,0.085,15.016274501101153,1.0726381884296061,1.147934088272153,5516.0,-96.0,122.0
78,180,,,,,,,15.77539099318796,1.001467059706756,1.0015595591022537,,,
79,186,0.0,-0.14,0.16,4.026,-0.122,0.18899999999999997,21.202389221880672,1.0967169464738105,1.01547056435316,5683.0,-98.0,113.0
80,191,-0.14,-0.3,0.22,4.42,-0.303,0.063,28.777950416227377,1.2978401951967464,1.0838171872762143,6177.0,-212.0,165.0
81,195,-0.16,-0.26,0.36,4.47,-0.461,0.095,21.976869632338392,1.054169186531679,1.1385351658121474,5300.0,-144.0,179.0
82,197,-0.2,-0.28,0.27,4.532,-0.29100000000000004,0.031,21.566214498738635,1.0423131807494483,1.0567810766682724,5926.0,-170.0,161.0
83,201,0.26,-0.14,0.14,4.57,-0.053,0.017,15.972785751696478,1.046152375032158,1.051314701286973,4911.0,-95.0,101.0
84,203,-0.56,-0.26,0.32,4.361000000000001,-0.314,0.182,12.27442698643985,1.0023711553089836,1.002301596301195,5763.0,-145.0,171.0
85,209,-0.28,-0.3,0.3,4.279,-0.244,0.161,10.933610603804281,1.0087416856315226,1.0091697600049392,6126.0,-180.0,155.0
86,211,0.07,-0.15,0.13,3.755,-0.163,0.091,19.55811962274411,1.0709561206249452,1.0371110579232685,5009.0,-92.0,81.0
87,214,-0.24,-0.28,0.28,4.349,-0.25,0.12,15.096437125089293,1.0186716192273022,1.0188805511136105,6038.0,-191.0,164.0
88,232,-0.34,-0.24,0.32,4.2669999999999995,-0.221,0.212,22.160547445192645,1.0451389430466236,1.0610932385527447,5775.0,-140.0,164.0
89,237,-0.04,-0.28,0.28,4.602,-0.11699999999999999,0.027000000000000003,23.84078099723698,1.0041813012164056,1.0048062672829552,5153.0,-143.0,170.0
90,238,0.04,-0.28,0.28,4.529,-0.649,0.059000000000000004,10.38832709289952,1.0367433942248356,1.1720223033293642,4911.0,-128.0,157.0
91,241,0.07,-0.33,0.15,4.466,-0.292,0.045,1.0999014065976678,14.954642483697693,1.2579712702415295,6108.0,-234.0,159.0
92,245,0.2,-0.162,0.162,3.306,-0.045,0.045,41.777185243883636,1.0279002640198165,1.0275790892100882,4840.0,-97.0,97.0
93,246,-0.18,-0.28,0.25,4.521,-0.307,0.034,16.384384636395026,1.0066013368716251,1.0076599153784418,5970.0,-182.0,163.0
94,257,0.06,-0.3,0.18,4.449,-0.292,0.057,7.938521180620899,1.0048368609946774,1.0050080410836255,5883.0,-180.0,153.0
95,260,0.07,-0.31,0.17,4.489,-0.28800000000000003,0.040999999999999995,7.333816952165058,1.0073251454776762,1.0085949503868987,5993.0,-227.0,167.0
96,261,0.32,-0.16,0.08,4.503,-0.132,0.025,15.168755474328021,1.0024263224905,1.0024075974441686,5628.0,-114.0,92.0
97,262,-0.08,-0.28,0.22,4.518,-0.287,0.033,7.855914473732782,1.0043587966576504,1.004014321826781,5896.0,-171.0,163.0
98,265,-0.02,-0.34,0.22,4.371,-0.345,0.068,12.477270988179626,1.0074161098551555,1.0090043614995496,6459.0,-245.0,164.0
99,269,-0.16,-0.14,0.16,4.141,-0.099,0.147,6.1106035760035144,1.080667478183235,1.0553874366894187,5716.0,-87.0,111.0
100,270,-0.14,-0.3,0.24,4.496,-0.294,0.044000000000000004,22.086373093737667,1.036781362266879,1.0392282636801178,5973.0,-174.0,147.0
101,271,0.1,-0.26,0.2,4.507,-0.28600000000000003,0.036000000000000004,10.202515347736561,1.004192192513899,1.0039618019706118,5798.0,-196.0,167.0
102,273,-0.1,-0.3,0.24,4.185,-0.289,0.20199999999999999,27.374820815781213,1.0635244622714473,1.0426988066073792,6190.0,-178.0,158.0
103,274,0.04,-0.16,0.1,4.074,-0.054000000000000006,0.045,20.70437529362941,1.0388484071203459,1.027730837181907,6290.0,-120.0,105.0
104,275,-0.38,-0.14,0.16,4.595,-0.035,0.032,29.86639932217275,1.1121759363172907,1.0065818109083373,5074.0,,101.0
105,276,-0.16,-0.28,0.34,4.611000000000001,-0.09699999999999999,0.028999999999999998,19.22051588963179,1.0253277480723846,1.0333459323149168,5076.0,-131.0,161.0
106,277,-0.18,-0.28,0.26,4.523,-0.298,0.037000000000000005,20.236924524617546,1.0228825545890057,1.0231030638993084,5814.0,-153.0,153.0
107,279,-0.03,-0.101,0.101,3.465,-0.01,0.01,10.240893498331761,1.056684481592022,1.0168630138193289,5048.0,-75.0,75.0
108,280,0.21,-0.17,0.09,4.457,-0.16699999999999998,0.024,22.504611891995186,1.0684159201782524,1.1021912886479632,6029.0,-141.0,96.0
109,281,0.24,-0.14,0.16,3.915,-0.10099999999999999,0.172,22.291674038953282,1.0494835553941233,1.080802987058579,5720.0,-100.0,121.0
110,282,-0.14,-0.28,0.26,4.4319999999999995,-0.26899999999999996,0.075,27.46652042970792,1.208094816175406,1.0934856411838771,5907.0,-180.0,166.0
111,283,0.06,-0.16,0.16,3.9530000000000003,-0.096,0.196,17.88425438713514,1.0029525082833037,1.0029124253472725,5858.0,-110.0,126.0
112,284,-0.16,-0.26,0.36,4.463,-0.51,0.099,10.548063085307886,1.9005484926153369,1.7618584398123665,5321.0,-146.0,180.0
113,285,-0.5,-0.26,0.3,4.468,-0.27699999999999997,0.077,17.00241148611466,1.0099192599876243,1.010953056931608,5982.0,-183.0,193.0
114,288,-0.08,-0.34,0.22,4.377,-0.366,0.064,13.573711333552543,1.0088159235855865,1.0094794345680485,6484.0,-218.0,166.0
115,289,-0.22,-0.14,0.16,4.446000000000001,-0.147,0.079,29.25550124723271,1.043171043461202,1.0239512663266714,5628.0,-95.0,115.0
116,291,0.44,-0.16,0.04,4.404,-0.154,0.062,20.933406181606056,1.091524984564159,1.1527373124833207,5626.0,-124.0,92.0
117,292,-0.36,-0.32,0.26,4.253,-0.252,0.16399999999999998,21.814473125050796,1.097752016513193,1.0910095885348872,6354.0,-212.0,169.0
118,294,-0.12,-0.14,0.18,4.481,-0.051,0.075,13.94232849098978,1.0855205175910685,1.1413700905432096,5237.0,-97.0,113.0
119,295,0.07,-0.19,0.14,4.4110000000000005,-0.193,0.036000000000000004,28.86133821221739,1.023917848706393,1.0498511392192829,6343.0,-185.0,86.0
120,296,-0.24,-0.3,0.22,4.235,-0.306,0.13699999999999998,20.93830207153753,1.1283563624224249,1.2391670221286506,6628.0,-232.0,157.0
121,297,-0.1,-0.16,0.14,4.375,-0.136,0.081,8.805841604912533,1.0140243334725167,1.3455987265463063,5977.0,-123.0,109.0
122,299,-0.26,-0.14,0.18,4.489,-0.046,0.076,23.424770346568675,1.0035203690407124,1.0037297864889108,5305.0,-95.0,121.0
123,301,-0.14,-0.24,0.3,4.428999999999999,-0.256,0.096,14.154943999365306,1.1006715803717029,1.1455617173217671,5642.0,-139.0,154.0
124,303,-0.02,-0.26,0.23,4.551,-0.25,0.026000000000000002,18.707894561694367,1.109302759535359,1.0936853534058952,5632.0,-145.0,155.0
125,304,-0.28,-0.3,0.3,4.0169999999999995,-0.214,0.317,16.77909257623627,1.0031850214882458,1.0032095275799122,6205.0,-205.0,182.0
126,305,-0.12,-0.3,0.24,4.376,-0.282,0.091,31.45500785954527,1.003453190746441,1.0029050457317392,6100.0,-211.0,165.0
127,306,-0.22,-0.14,0.16,4.563,-0.047,0.035,17.600607739185424,1.002056450200608,1.002069253544756,5193.0,,106.0
128,307,-0.02,-0.28,0.22,4.505,-0.29600000000000004,0.038,14.309786527846246,1.0046532915807258,1.0053165108865147,5910.0,-201.0,171.0
129,308,-0.22,-0.3,0.22,4.397,-0.32899999999999996,0.06,23.33577158685628,1.0403628450583753,1.0359025577814456,6487.0,-215.0,164.0
130,312,-0.4,-0.26,0.34,4.548,-0.273,0.047,7.609950342441891,1.010458485829102,1.011183599298085,5587.0,-168.0,208.0
131,313,-0.38,-0.3,0.28,4.5280000000000005,-0.298,0.034,20.51192149254099,1.047606240754738,1.1855660425502526,6102.0,-178.0,163.0
132,315,0.0,-0.14,0.14,4.364,-0.055999999999999994,0.051,33.404702667839366,1.0079866790790062,1.0049859246080948,5657.0,-101.0,107.0
133,316,-0.24,-0.26,0.3,4.427,-0.257,0.09300000000000001,19.684777288338527,1.061292883437658,1.1631365759242023,5823.0,-156.0,164.0
134,317,0.04,-0.14,0.17,4.032,-0.129,0.174,9.69151543343217,1.1531305178505742,1.4827190128764107,5941.0,-113.0,121.0
135,318,-0.04,-0.14,0.14,4.388999999999999,-0.139,0.08900000000000001,5.2435715104324965,1.0048499544884153,1.004880837141218,5775.0,-117.0,111.0
136,319,-0.14,-0.101,0.101,4.08,-0.018000000000000002,0.018000000000000002,19.666727908128436,1.0225947224625753,1.0080387753177047,6034.0,-92.0,92.0
137,321,-0.14,-0.14,0.16,4.36,-0.133,0.091,18.372234465789894,1.0169007750547638,1.0212378768129946,5993.0,-125.0,108.0
138,323,-0.04,-0.14,0.14,4.401,-0.135,0.094,7.602982193201282,1.00151135142449,1.0014874329433896,5616.0,-96.0,107.0
139,327,0.0,-0.14,0.16,4.579,-0.016,0.031,13.303710927117574,1.006510233600955,1.007300646992491,4591.0,-89.0,96.0
140,328,-0.38,-0.14,0.14,3.865,-0.15,0.17,15.046146080197143,1.00221425185092,1.0023593150495775,5662.0,-102.0,115.0
141,330,-0.56,-0.28,0.28,4.578,-0.32299999999999995,0.027999999999999997,29.551462503949132,1.0309044683731678,1.027525722383957,5977.0,-150.0,157.0
142,332,-0.02,-0.32,0.2,4.369,-0.335,0.08,18.416664621413428,1.1807140120017454,1.0672261118735809,6228.0,-194.0,153.0
143,333,-0.34,-0.24,0.36,4.447,-0.278,0.10300000000000001,7.259972900269069,1.0143768888426572,1.0228645839140018,5607.0,-138.0,166.0
144,337,0.22,-0.14,0.14,3.932,-0.146,0.177,35.38635866144166,1.0052476332839937,1.0059364652897567,5353.0,-92.0,115.0
145,338,0.28,-0.101,0.101,3.615,-0.006999999999999999,0.006999999999999999,18.779937113729652,1.0631226567262888,1.1677197069505572,4991.0,-75.0,75.0
146,339,-0.07,-0.101,0.101,3.443,-0.013999999999999999,0.013999999999999999,20.713856865267473,1.104454160702244,1.1400123483325393,5055.0,-75.0,75.0
147,340,-0.22,-0.3,0.24,4.374,-0.306,0.078,12.8177410696058,1.001939408484444,1.0019101740239227,6387.0,-221.0,162.0
148,341,-0.08,-0.3,0.24,4.095,-0.265,0.252,18.436150599117447,1.0019051590041077,1.0016239655891883,6279.0,-215.0,171.0
149,343,-0.05,-0.101,0.101,4.09,-0.019,0.019,29.481732113081947,1.0041103837161398,1.0040117676791327,5828.0,-100.0,100.0
150,344,-0.21,-0.162,0.162,2.99,-0.016,0.016,23.78624374783421,1.003375931962786,1.0033495322131996,5015.0,-97.0,97.0
151,345,0.34,-0.16,0.1,4.236000000000001,-0.047,0.049,34.93461948759655,1.0028244075445027,1.002794171549903,5640.0,-110.0,99.0
152,346,,,,,,,15.541936414649603,1.0027958493013065,1.0020680728240015,,,
153,348,0.26,-0.14,0.14,4.492,-0.027000000000000003,0.067,35.94367503690429,1.0051894246258086,1.0063143794937783,4938.0,-95.0,102.0
154,349,0.08,-0.28,0.18,4.445,-0.299,0.055999999999999994,18.596720690323767,1.0677574815870927,1.1095522470710726,5923.0,-193.0,161.0
155,350,-0.07,-0.101,0.101,3.3310000000000004,-0.008,0.008,20.781789474580197,1.0060859947649363,1.0065025735365576,4995.0,-78.0,78.0
156,351,-0.12,-0.3,0.22,4.423,-0.299,0.061,17.93622955655989,1.084136883707295,1.0364174371685566,6150.0,-193.0,151.0
157,352,-0.2,-0.14,0.14,4.343,-0.128,0.11800000000000001,13.172272240828038,1.1593110606045527,1.3813835859824155,5855.0,-114.0,111.0
158,355,0.56,-0.3,0.3,4.455,-0.835,0.105,10.801255204727436,1.005631026883199,1.0054068518532424,4910.0,-131.0,157.0
159,356,0.07,-0.15,0.13,4.544,-0.127,0.011000000000000001,21.401893769540884,1.0683668478921475,1.169691522841331,5691.0,-115.0,104.0
160,360,0.21,-0.15,0.11,4.546,-0.10300000000000001,0.013999999999999999,29.120043083823383,1.1633017400567225,1.0873184710692942,5569.0,-116.0,90.0
161,361,-0.1,-0.14,0.16,4.357,-0.132,0.098,23.772478621835404,1.0022753151142414,1.0021394731469928,5897.0,-120.0,115.0
162,364,-0.3,-0.14,0.16,4.349,-0.133,0.11599999999999999,25.34329475257874,1.031524180453055,1.0199314017264576,5934.0,-117.0,113.0
163,365,-0.24,-0.14,0.16,4.604,-0.016,0.033,16.061648937194978,1.0459583968218154,1.1006939618236073,4616.0,-90.0,95.0
164,367,-0.2,-0.101,0.101,4.293,-0.01,0.01,16.28377187544182,1.058496731233137,1.0498039736607985,6104.0,-74.0,74.0
165,369,0.21,-0.17,0.07,4.473,-0.161,0.023,8.21000011594369,1.0068509252438147,1.0071621252411018,5977.0,-121.0,106.0
166,370,0.04,-0.16,0.16,4.61,-0.04,0.013999999999999999,23.229538376727753,1.046769225145635,1.0509377440899268,4684.0,-90.0,98.0
167,371,-0.08,-0.26,0.32,4.511,-0.265,0.071,20.038462719099293,1.0229379564830794,1.0209230004784182,5106.0,-157.0,207.0
168,372,0.21,-0.19,0.07,4.459,-0.135,0.025,11.973106099309138,1.0018512892182156,1.001862883930139,6028.0,-138.0,96.0
169,373,0.17,-0.101,0.101,4.186,-0.012,0.012,21.740030514507442,1.0050005137099267,1.0051738355001547,6173.0,-93.0,93.0
170,374,-0.38,-0.14,0.16,4.5969999999999995,-0.019,0.042,51.3980065046889,1.0307882723892392,1.1521020574632914,4827.0,-100.0,92.0
171,375,-0.03,-0.101,0.101,3.966,-0.012,0.012,20.373694035739167,1.0281702740109748,1.0255403915125856,6081.0,-75.0,75.0
172,377,0.16,-0.24,0.22,4.519,-0.201,0.049,16.79713450499727,1.0029002939860092,1.0027930723594176,5219.0,-160.0,209.0
173,379,0.21,-0.21,0.09,4.428999999999999,-0.11800000000000001,0.031,25.793993605169774,1.1585322177830697,1.0422787816292378,6173.0,-132.0,72.0
174,384,0.32,-0.18,0.08,4.365,-0.16899999999999998,0.07,23.23905521832519,1.0258327478771831,1.0263410656765568,5862.0,-138.0,80.0
175,385,-0.22,-0.26,0.36,4.493,-0.309,0.083,19.35345627655724,1.021500422572775,1.156213818437952,5302.0,-137.0,169.0
176,386,,,,,,,14.393743810506406,1.0040428669154293,1.0042179460325562,,,
177,387,-0.46,-0.3,0.26,4.3,-0.249,0.132,20.652382353302013,1.001709611429999,1.0015179813285755,6432.0,-202.0,161.0
178,388,0.2,-0.16,0.1,4.3180000000000005,-0.142,0.10099999999999999,38.48372770578174,1.055958837632733,1.0438122106568593,5853.0,-134.0,95.0
179,392,-0.34,-0.3,0.2,4.408,-0.297,0.057,25.536927285359276,1.0416927721268967,1.0362400567064094,6543.0,-206.0,160.0
180,393,0.08,-0.26,0.26,4.447,-0.465,0.10400000000000001,24.182418556023077,1.0761055770184118,1.253105530436875,5211.0,-158.0,201.0
181,399,0.14,-0.28,0.18,4.132,-0.266,0.228,7.957826317309274,1.0061555301591847,1.006532608392544,6047.0,-220.0,176.0
182,401,-0.12,-0.28,0.26,4.363,-0.25,0.114,18.832445292934562,1.0261749068578099,1.0837308752793107,5900.0,-188.0,173.0
183,403,-0.02,-0.14,0.14,4.3580000000000005,-0.133,0.10300000000000001,20.88606636177837,1.0381959904011027,1.030194573574501,5757.0,-112.0,112.0
184,408,-0.1,-0.28,0.24,4.439,-0.272,0.069,17.87433203465946,1.0025817185714554,1.0025652537920828,5902.0,-168.0,155.0
185,409,-0.18,-0.28,0.26,4.507,-0.294,0.044000000000000004,13.809199974134504,1.0275225175018823,1.163203410385247,5866.0,-165.0,158.0
186,415,0.16,-0.28,0.18,4.15,-0.252,0.221,29.068321039732833,1.1001926539168465,1.1015513819640468,5903.0,-180.0,165.0
187,416,0.12,-0.16,0.14,4.586,-0.053,0.013999999999999999,16.719785293039227,1.0318645829972497,1.0329535288091407,4987.0,-102.0,93.0
188,427,-0.18,-0.26,0.28,4.515,-0.28300000000000003,0.046,26.31727404348033,1.0039969034561007,1.004008341735123,5700.0,-154.0,167.0
189,431,-0.38,-0.3,0.34,4.641,-0.10099999999999999,0.027999999999999997,30.276900226875963,1.004081532066168,1.0045917119932433,5208.0,-130.0,160.0
190,433,-0.26,-0.32,0.22,4.458,-0.29600000000000004,0.048,23.51291384328027,1.0926043475455527,1.1684819542871012,6305.0,-201.0,155.0
191,435,-0.82,-0.28,0.3,4.4110000000000005,-0.263,0.11800000000000001,35.92254632454726,1.0292708663238694,1.0264143677147899,6212.0,-166.0,159.0
192,439,0.21,-0.35,0.15,4.415,-0.302,0.053,36.73477851453002,1.2159649850309004,1.0071838037833218,6194.0,-217.0,155.0
193,440,-0.32,-0.3,0.24,4.453,-0.316,0.048,34.96178268569573,1.096332784397048,1.0261116500105807,6372.0,-214.0,158.0
194,442,-0.46,-0.3,0.32,3.833,-0.159,0.414,20.963214443209875,1.039085790541981,1.060783819934908,6340.0,-229.0,203.0
195,444,-0.2,-0.3,0.34,4.635,-0.066,0.034,16.078505267700976,1.0167171293986463,1.0335169182437223,4769.0,-160.0,180.0
196,456,-0.18,-0.3,0.25,4.409,-0.27,0.077,23.324012550865866,1.2440089185900365,1.1414678884645393,6070.0,-177.0,147.0
197,457,-0.32,-0.32,0.24,4.42,-0.293,0.064,28.56091796821081,1.0021650211879327,1.0021238542484479,6334.0,-202.0,159.0
198,465,-0.14,-0.3,0.24,4.421,-0.276,0.07200000000000001,25.606099154058054,1.1883406231909026,1.1530743352281982,6028.0,-196.0,161.0
199,466,-0.3,-0.12,0.18,4.399,-0.134,0.113,14.87493221540003,1.0015659241826913,1.001645130598011,5637.0,-92.0,116.0
200,475,-0.26,-0.3,0.28,4.316,-0.26,0.131,17.4703679814159,1.0227358480550477,1.1599589816124944,6174.0,-180.0,158.0
201,479,0.22,-0.15,0.1,4.3,-0.14300000000000002,0.106,27.179618881393697,1.1208489064278315,1.0453667367735548,5849.0,-126.0,99.0
202,505,0.1,-0.109,0.109,4.047,-0.013999999999999999,0.013999999999999999,25.588971582076834,1.0019794003536076,1.001982467908168,6260.0,-116.0,116.0
203,508,-0.08,-0.26,0.32,4.5360000000000005,-0.612,0.06,18.073861446054913,1.0584189355247928,1.231458794360082,4962.0,-130.0,159.0
204,509,-0.64,-0.26,0.34,4.492,-0.292,0.08900000000000001,21.99736049815262,1.0024457394786825,1.0024429893068016,5738.0,-147.0,183.0
