,source_id,designation,gaia_ref_epoch,ra_gaia,ra_error,dec_gaia,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_primary_flag,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,phot_variable_flag,l,b,ecl_lon,ecl_lat,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,r_est,r_lo,r_hi,r_length_prior,r_result_flag,r_modality_flag,kepid,tm_designation,ra_kepler,dec_kepler,kepmag,teff,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,planet?,kepler_gaia_ang_dist,id,KIC,B-V,prot,prot_err,RAJ2000,DEJ2000,ra_kepler,dec_kepler
10,2076487121349903360,Gaia DR2 2076487121349903360,2015.5,295.2284180776435,0.053026557097393276,40.15568044260805,0.06286163658800356,0.3264808863425764,0.06503490798698693,5.020087,-2.7143698409127683,0.12183166688642073,-3.9000406194654906,0.1262362916310374,0.07755562,0.08920628,-0.17024215,-0.026320327,0.25032982,-0.03341585,-0.23111829,-0.033940997,-0.014760678,0.063353166,285.49197,0.0,0.0,False,False,2485.8160232815235,2.023372103343053,17.199694,1197.915166581518,8.149443594680292,17.655323,1851.1383322468935,11.656790810160121,16.593323,1.0620003,0.45562935,0.6063709,0.0,,NOT_AVAILABLE,73.91467582466751,8.530916560492857,310.7679978142065,60.07440719989714,,,,,,,,,,,,,,,,2865.91867285568,2373.16780815118,3600.0906236411,1963.73622266842,1,1,5023875,2MASS J19405481+4009202,295.22839,40.155621,17.236,5732,174,-192,PHO1,4.605,0.034,-0.127,KIC0,-0.56,0.3,-0.3,KIC0,0.748,0.143,-0.061,0.823,0.086,-0.077,DSEP,0,0,0,15.842,15.761,15.522,none,0.22751141812912198,253.0,5023875,0.67,18.33,0.94,19 40 54.82,40 09 20.5,295.22841666666665,40.15569444444444
11,2076487185762452096,Gaia DR2 2076487185762452096,2015.5,295.23291957170534,0.01801828192687978,40.16796097431091,0.02046524520542536,0.35160776190476445,0.021623994279088656,16.260075,-2.9781170298508295,0.0393750477292463,-3.7242223687520415,0.03935499444061956,0.0039610565,0.10678233,-0.22936827,-0.05801761,0.21378902,-0.0725323,-0.2728386,-0.11812637,-0.1584654,-0.060142558,241.60608,0.0,0.0,False,False,17710.628203459037,5.457555632685321,15.0677805,9765.848965193287,20.297872572402383,15.377113,11696.084809659376,13.471278088412959,14.591819,0.78529453,0.30933285,0.4759617,0.0,,NOT_AVAILABLE,73.92725023173718,8.533746935753532,310.78285330780426,60.08478698916263,6013.3335,5841.0,6436.8076,,,,,,,2.1789925,1.9017143,2.3094678,5.5932903,4.680683,6.5058975,2632.98561812963,2487.93671777934,2795.60023785171,1962.77331509417,1,1,5023899,2MASS J19405590+4010047,295.23294,40.16798,15.123,6529,195,-235,KIC0,4.526,0.069,-0.161,KIC0,-1.76,0.3,-0.15,KIC0,0.811,0.159,-0.068,0.805,0.056,-0.051,DSEP,0,0,0,14.117,13.893,13.881,none,0.08859672584339523,256.0,5023899,0.42,4.81,0.44,19 40 55.90,40 10 04.7,295.23291666666665,40.16797222222222
12,2076297867910943232,Gaia DR2 2076297867910943232,2015.5,295.23677885551024,1.0351448467245732,40.102518228114846,1.063600447738966,2.526832191417545,1.2055943407904526,2.0959225,-3.2432740393919364,2.1703653828908065,-4.532193542118026,2.028437421101257,-0.3136829,-0.20583451,-0.21776941,-0.014045808,0.31980476,-0.14206922,-0.10751084,-0.06270991,-0.27817583,-0.36264274,177.9024,3.615878381612288,2.772500498724708,False,False,106.28808464570511,1.1126780666261344,20.622154,,,,,,,,,,0.0,,NOT_AVAILABLE,73.87050703548302,8.499949151565037,310.7438761188214,60.02223395755809,,,,,,,,,,,,,,,,2915.98845066685,683.73557030792,6382.96806841031,1973.09253430721,1,1,5023926,2MASS J19405689+4006098,295.23709,40.102741,17.464,6000,242,-218,PHO1,4.218,0.306,-0.204,KIC0,-0.7,0.3,-0.3,KIC0,1.15,0.349,-0.314,0.797,0.125,-0.054,DSEP,0,0,0,16.113,15.71,15.432,none,1.1735527797009038,260.0,5023926,0.77,20.82,0.61,19 40 56.89,40 06 10.1,295.23704166666664,40.102805555555555
13,2076487258788889344,Gaia DR2 2076487258788889344,2015.5,295.2521110266781,0.05264577862762739,40.174806644585274,0.06415516224156463,0.4224126194596172,0.0661831096240867,6.3824835,-2.7781509883612827,0.1187843436482114,-4.088766495424471,0.12148635117917148,0.038834836,0.01783833,-0.15073837,-0.02952215,0.3252888,-0.048300773,-0.18761085,-0.05319544,-0.0029082363,0.06813629,244.79808,0.0,0.0,False,False,2623.328560753865,2.2269690031805762,17.141233,1303.532795767921,14.924203993685518,17.563583,2012.9513359924788,14.646896681036308,16.502337,1.0612469,0.42234993,0.63889694,0.0,,NOT_AVAILABLE,73.94040534794789,8.524120857102005,310.8151742118205,60.086236413756154,,,,,,,,,,,,,,,,2257.36621227173,1945.24752781869,2684.28575335647,1965.33225468659,1,1,5024008,2MASS J19410051+4010294,295.25214,40.174831,17.148,5745,172,-189,PHO1,4.559,0.04,-0.16,KIC0,-0.2,0.3,-0.3,KIC0,0.837,0.197,-0.071,0.928,0.09,-0.12,DSEP,0,0,0,15.765,15.42,15.173,none,0.1184872585098799,276.0,5024008,0.65,18.4,1.19,19 41 00.51,40 10 29.4,295.252125,40.17483333333333
14,2076299482823091200,Gaia DR2 2076299482823091200,2015.5,295.2728996467524,0.023758878955542864,40.14121171970641,0.027609569090535573,0.42803787671982246,0.028522732813705983,15.006903,-2.940298627462047,0.05336324756925896,-3.8249555388681564,0.05312145333627015,0.027332544,0.054977838,-0.20300674,-0.046688043,0.24254176,-0.06267528,-0.3212622,-0.09781368,-0.121847205,-0.03647379,291.8295,0.03455789512722184,0.11573559052341575,False,False,9593.779241559665,4.0735122424487376,15.733392,5279.561284763219,27.687667264511926,16.044893,6856.180304523237,33.36608434664433,15.171715,0.8731785,0.3115015,0.561677,0.0,,NOT_AVAILABLE,73.91821376257458,8.494131421691778,310.822210483295,60.04924014502466,5610.365,5305.82,6032.4297,0.709,0.3414,1.107,0.319,0.1469,0.5508,1.5312861,1.3245064,1.7121177,2.0930128,1.7503489,2.4356768,2195.62077216306,2063.21685393866,2345.78922418185,1974.11937294446,1,1,5024122,2MASS J19410551+4008283,295.27295,40.141209,15.692,6369,201,-224,PHO1,4.433,0.155,-0.155,KIC0,-1.54,0.3,-0.25,KIC0,0.877,0.183,-0.137,0.759,0.077,-0.033,DSEP,0,0,0,14.626,14.295,14.259,none,0.1389200361430558,290.0,5024122,0.45,6.36,1.04,19 41 05.50,40 08 28.4,295.2729166666666,40.14122222222222
15,2076299512875311872,Gaia DR2 2076299512875311872,2015.5,295.2815536299233,0.06542466492794521,40.1472839501706,0.07933897049368152,0.29788708609449754,0.08123561816599016,3.6669517,-2.7737398532893165,0.1514755706175633,-3.711189415019816,0.15814970268208411,0.062207256,0.08735984,-0.14157924,-0.04799122,0.22535485,-0.051433016,-0.15365034,-0.015362596,-0.03870804,0.062393304,244.87811,0.0,0.0,False,False,1795.9544245758489,2.103660958726792,17.552628,830.5902761836943,9.720641482999625,18.052921,1404.7268547735778,14.628708082016198,16.89294,1.1599808,0.50029373,0.65968704,0.0,,NOT_AVAILABLE,73.9268009379078,8.4912154296674,310.8388092492041,60.05269943787315,,,,,,,,,,,,,,,,3140.73085462304,2420.53567091742,4391.06720838362,1974.82523489749,1,1,5024182,2MASS J19410757+4008500,295.28159,40.14724,17.57,5778,182,-223,PHO1,4.531,0.038,-0.212,KIC0,0.07,0.25,-0.3,KIC0,0.911,0.292,-0.091,1.028,0.112,-0.137,DSEP,0,0,0,16.183,15.996,15.934,none,0.18721759918974276,310.0,5024182,0.75,21.29,,19 41 07.57,40 08 50.3,295.28154166666667,40.147305555555555
16,2076299998219211136,Gaia DR2 2076299998219211136,2015.5,295.2895293066161,0.020184507950878994,40.19487180527087,0.027702043126607463,0.35836036630218515,0.026300480367264692,13.625621,-2.8429561384381143,0.04693874500967708,-3.8488791968605844,0.06447897790230592,0.032415804,0.10105728,-0.09925262,0.061916865,0.11248191,0.022616204,-0.33724305,-0.009008979,0.16290185,0.10342847,206.34656,0.0,0.0,False,False,16345.255529911212,6.819032044265839,15.154886,8933.62732387442,17.37449805378644,15.473819,10964.562844705299,20.01995057740161,14.661942,0.81187725,0.31893253,0.49294472,0.0,,NOT_AVAILABLE,73.97202578765983,8.508568873928589,310.8827815939397,60.09536694359561,5787.0,5530.0,5941.5,,,,,,,2.2297063,2.1152534,2.441768,5.023472,4.1199617,5.926982,2589.77846998321,2420.94518512651,2783.33346407008,1969.2890964827,1,1,5024227,2MASS J19410949+4011416,295.28955,40.194901,15.195,6458,196,-215,KIC0,4.502,0.104,-0.156,KIC0,-1.8,0.3,-0.15,KIC0,0.818,0.147,-0.079,0.776,0.062,-0.039,DSEP,0,0,0,14.13,13.949,13.823,none,0.11951699063205103,315.0,5024227,0.43,5.06,0.39,19 41 09.49,40 11 41.6,295.28954166666665,40.19488888888888
17,2076299306716879744,Gaia DR2 2076299306716879744,2015.5,295.2984678955219,0.047266745882049925,40.142769182200034,0.056157794900271424,0.3264700237133962,0.05841837378440982,5.588482,-2.9249598378945567,0.10819122086335801,-3.814881440645965,0.11163365073547103,0.0769406,0.08591213,-0.16305754,-0.022981897,0.26253608,-0.03406999,-0.20738214,-0.054261502,-0.029586287,0.05761724,235.47383,0.0,0.0,False,False,3039.652686575051,2.242421427500284,16.981306,1509.092321539566,8.549861149321156,17.404598,2251.525754887317,8.792462905232009,16.380728,1.0238705,0.42329216,0.6005783,0.0,,NOT_AVAILABLE,73.92902923647033,8.477698834907663,310.8600822215476,60.04405354482673,5186.785,5074.0,5307.0,0.7895,0.6894,0.8511,0.401,0.3439,0.4326,,,,,,,2856.75370486478,2419.43171399073,3476.62985564755,1978.60817508161,1,1,5024280,2MASS J19411164+4008339,295.29849,40.142769,17.046,6350,199,-341,PHO1,4.173,0.162,-0.198,KIC0,0.56,0.05,-0.35,KIC0,1.628,0.545,-0.409,1.44,0.179,-0.268,DSEP,0,0,0,15.693,15.291,15.182,none,0.060834735996341475,327.0,5024280,0.63,17.36,0.62,19 41 11.63,40 08 34.1,295.29845833333326,40.142805555555555
18,2076298761268673152,Gaia DR2 2076298761268673152,2015.5,295.3775151985451,0.05356272819686492,40.14520630939453,0.05983314567276677,0.2733666660062716,0.06509344192937119,4.199604,-2.6018034049967147,0.12536293378494331,-3.902636019444284,0.12094763690015282,0.09069699,0.24799031,0.018216722,0.010649513,0.23872507,0.0097551895,-0.25667855,0.08261625,0.03842978,0.08442808,222.05963,0.0,0.0,False,False,2956.257942374422,2.3648959360227724,17.01151,1456.418334602222,12.180221523406473,17.443172,2206.3810775555194,14.83119564428815,16.40272,1.040453,0.4316616,0.60879135,0.0,,NOT_AVAILABLE,73.96037820432237,8.425778737880963,310.9754813094743,60.025750234892804,5104.83,4835.0,5619.8125,,,,,,,,,,,,,3357.03997407839,2697.93072980739,4399.39737019965,1992.68615649079,1,1,5024856,2MASS J19413060+4008430,295.3775,40.145279,16.946,5663,200,-240,PHO1,4.53,0.034,-0.195,KIC0,0.21,0.2,-0.3,KIC0,0.915,0.248,-0.083,1.034,0.097,-0.134,DSEP,0,0,0,15.713,15.538,15.32,none,0.26500746788987617,460.0,5024856,0.62,18.19,,19 41 30.61,40 08 42.8,295.3775416666666,40.14522222222222
19,2076389745854474880,Gaia DR2 2076389745854474880,2015.5,295.4464597596547,0.057606185048322434,40.15841191158607,0.07212534740041905,0.37608824140922814,0.07238141789127396,5.1959224,-2.624017371349705,0.13077921478251678,-3.959369855015045,0.14351302092892923,0.05414546,0.06089612,-0.13884415,-0.049353544,0.2289749,-0.070788644,-0.27091637,-0.07134914,0.0049741874,0.05848652,231.23082,0.0,0.0,False,False,2231.828899490706,1.9119431901519373,17.316713,1070.2209007405777,11.877861152460236,17.777704,1708.7288942437276,8.956227679009071,16.680237,1.0974674,0.4609909,0.6364765,0.0,,NOT_AVAILABLE,73.99758399163814,8.385820366861733,311.0836321560854,60.02015851796451,,,,,,,,,,,,,,,,2529.6047039005,2099.04288579599,3170.31566451627,2003.12491075261,1,1,5025271,2MASS J19414713+4009302,295.44641,40.15839,17.434,5688,180,-240,PHO1,4.468,0.058,-0.184,KIC0,0.48,0.05,-0.3,KIC0,1.012,0.264,-0.105,1.097,0.1,-0.144,DSEP,0,0,0,16.02,15.699,15.36,none,0.15800527413471344,508.0,5025271,0.7,21.29,0.1,19 41 47.15,40 09 30.3,295.4464583333333,40.15841666666667
